date,MOD_STB,Hami_CDN,MOD_FIFAFlow,HAMI_WEBGA
2018-06-19-12:45,10696,566,285834,4067
2018-06-19-12:50,10706,557,285834,4067
2018-06-19-12:55,10706,557,285834,4067
2018-06-19-13:00,10162,532,285834,2939
2018-06-19-13:05,10157,527,285834,2939
2018-06-19-13:10,10148,534,285834,2939
2018-06-19-13:15,10171,532,285834,2939
2018-06-19-13:20,10178,513,285834,2939
2018-06-19-13:25,10182,509,285834,2939
2018-06-19-13:30,10201,518,285834,2939
2018-06-19-13:35,10185,517,285834,2939
2018-06-19-13:40,10185,524,285834,2939
2018-06-19-13:45,9947,539,285834,2939
2018-06-19-13:50,9948,535,285834,2939
2018-06-19-13:55,9950,530,285834,2939
2018-06-19-14:00,9497,537,285834,2713
2018-06-19-14:05,9431,276,285834,2713
2018-06-19-14:10,9362,3,285834,2713
2018-06-19-14:15,8967,61,285834,2713
2018-06-19-14:20,8998,184,285834,2713
2018-06-19-14:25,9042,347,285834,2713
2018-06-19-14:30,8988,538,285834,2713
2018-06-19-14:35,9006,525,285834,2713
2018-06-19-14:40,9013,521,285834,2713
2018-06-19-14:45,9219,519,285834,2713
2018-06-19-14:50,9225,536,285834,2713
2018-06-19-14:55,9228,543,285834,2713
2018-06-19-15:00,9318,529,285834,2655
2018-06-19-15:05,9323,535,285834,2655
2018-06-19-15:10,9319,547,285834,2655
2018-06-19-15:15,9413,545,285834,2655
2018-06-19-15:20,9421,537,285834,2655
2018-06-19-15:25,9419,532,285834,2655
2018-06-19-15:30,9137,518,285834,2655
2018-06-19-15:35,9133,528,285834,2655
2018-06-19-15:40,9134,534,285834,2655
2018-06-19-15:45,9542,545,285834,2655
2018-06-19-15:50,9553,547,285834,2655
2018-06-19-15:55,9558,556,285834,2655
2018-06-19-16:00,9886,568,285834,2870
2018-06-19-16:05,9886,569,285834,2870
2018-06-19-16:10,9870,563,285834,2870
2018-06-19-16:15,9736,560,285834,2870
2018-06-19-16:20,9717,535,285834,2870
2018-06-19-16:25,9720,529,285834,2870
2018-06-19-16:30,9511,538,285834,2870
2018-06-19-16:35,9502,531,285834,2870
2018-06-19-16:40,9500,527,285834,2870
2018-06-19-16:45,9375,517,285834,2870
2018-06-19-16:50,9364,527,285834,2870
2018-06-19-16:55,9272,115,285834,2870
2018-06-19-17:00,9397,50,285834,3410
2018-06-19-17:05,9425,212,285834,3410
2018-06-19-17:10,9473,477,285834,3410
2018-06-19-17:15,10402,617,285834,3410
2018-06-19-17:20,10421,642,285834,3410
2018-06-19-17:25,10435,662,285834,3410
2018-06-19-17:30,11141,670,285834,3410
2018-06-19-17:35,11149,700,285834,3410
2018-06-19-17:40,11157,728,285834,3410
2018-06-19-17:45,8608,761,285834,3410
2018-06-19-17:50,8606,780,285834,3410
2018-06-19-17:55,8608,830,285834,3410
2018-06-19-18:00,11475,825,285834,4736
2018-06-19-18:05,11490,847,285834,4736
2018-06-19-18:10,11500,879,285834,4736
2018-06-19-18:15,12485,747,285834,4736
2018-06-19-18:20,12514,842,285834,4736
2018-06-19-18:25,12597,1015,285834,4736
2018-06-19-18:30,14386,1046,285834,4736
2018-06-19-18:35,14384,1108,285834,4736
2018-06-19-18:40,14383,1146,285834,4736
2018-06-19-18:45,16239,1199,285834,4736
2018-06-19-18:50,16272,1254,285834,4736
2018-06-19-18:55,16307,1319,285834,4736
2018-06-19-19:00,16306,1427,285834,13484
2018-06-19-19:05,16198,1439,285834,13484
2018-06-19-19:10,16179,1532,285834,13484
2018-06-19-19:15,15292,1686,285834,13484
2018-06-19-19:20,15325,1898,285834,13484
2018-06-19-19:25,15397,2193,285834,13484
2018-06-19-19:30,17070,2574,285834,13484
2018-06-19-19:35,17216,3021,285834,13484
2018-06-19-19:40,17434,3665,285834,13484
2018-06-19-19:45,22001,4458,285834,13484
2018-06-19-19:50,22331,5584,285834,13484
2018-06-19-19:55,23057,7188,285834,13484
2018-06-19-20:00,45547,8133,285834,24698
2018-06-19-20:05,46816,8632,285834,24698
2018-06-19-20:10,47563,8781,285834,24698
2018-06-19-20:15,58233,9518,285834,24698
2018-06-19-20:20,58556,10428,285834,24698
2018-06-19-20:25,58784,10783,285834,24698
2018-06-19-20:30,64275,11031,285834,24698
2018-06-19-20:35,64422,11627,285834,24698
2018-06-19-20:40,64668,12165,285834,24698
2018-06-19-20:45,62643,11951,285834,24698
2018-06-19-20:50,61034,10325,285834,24698
2018-06-19-20:55,61016,10524,285834,24698
2018-06-19-21:00,65296,11312,285834,20444
2018-06-19-21:05,66182,12601,285834,20444
2018-06-19-21:10,66851,13591,285834,20444
2018-06-19-21:15,76239,14238,285834,20444
2018-06-19-21:20,76534,14635,285834,20444
2018-06-19-21:25,76768,14985,285834,20444
2018-06-19-21:30,81794,15277,285834,20444
2018-06-19-21:35,82048,15593,285834,20444
2018-06-19-21:40,82201,15862,285834,20444
2018-06-19-21:45,82569,16165,285834,20444
2018-06-19-21:50,82287,16049,285834,20444
2018-06-19-21:55,77421,9770,285834,20444
2018-06-19-22:00,50269,7922,285834,11868
2018-06-19-22:05,49556,6681,285834,11868
2018-06-19-22:10,49337,6321,285834,11868
2018-06-19-22:15,42604,6008,285834,11868
2018-06-19-22:20,42537,5811,285834,11868
2018-06-19-22:25,42538,5851,285834,11868
2018-06-19-22:30,40469,5796,285834,11868
2018-06-19-22:35,40566,5909,285834,11868
2018-06-19-22:40,40666,6064,285834,11868
2018-06-19-22:45,40628,6271,285834,11868
2018-06-19-22:50,40739,6666,285834,11868
2018-06-19-22:55,41178,7544,285834,11868
2018-06-19-23:00,52420,8960,285834,16038
2018-06-19-23:05,53157,10072,285834,16038
2018-06-19-23:10,53584,10687,285834,16038
2018-06-19-23:15,58371,11123,285834,16038
2018-06-19-23:20,58588,11394,285834,16038
2018-06-19-23:25,58753,11619,285834,16038
2018-06-19-23:30,59708,11744,285834,16038
2018-06-19-23:35,59736,11747,285834,16038
2018-06-19-23:40,59896,11866,285834,16038
2018-06-19-23:45,57066,11922,285834,16038
2018-06-19-23:50,55625,10081,285834,16038
2018-06-19-23:55,55099,9268,285834,16038
2018-06-20-00:00,52580,9331,257896,11599
2018-06-20-00:05,53031,9821,257896,11599
2018-06-20-00:10,53468,10340,257896,11599
2018-06-20-00:15,55450,10498,257896,11599
2018-06-20-00:20,55703,10735,257896,11599
2018-06-20-00:25,55679,10610,257896,11599
2018-06-20-00:30,54386,10454,257896,11599
2018-06-20-00:35,54358,10310,257896,11599
2018-06-20-00:40,54258,10133,257896,11599
2018-06-20-00:45,53059,10048,257896,11599
2018-06-20-00:50,53265,10244,257896,11599
2018-06-20-00:55,51354,7718,257896,11599
2018-06-20-01:00,38641,5310,257896,4539
2018-06-20-01:05,38250,4548,257896,4539
2018-06-20-01:10,38132,4278,257896,4539
2018-06-20-01:15,35236,4088,257896,4539
2018-06-20-01:20,35120,3813,257896,4539
2018-06-20-01:25,35071,3684,257896,4539
2018-06-20-01:30,33870,3630,257896,4539
2018-06-20-01:35,33892,3614,257896,4539
2018-06-20-01:40,33964,3636,257896,4539
2018-06-20-01:45,33725,3666,257896,4539
2018-06-20-01:50,33774,3820,257896,4539
2018-06-20-01:55,33944,4146,257896,4539
2018-06-20-02:00,36329,4686,257896,4917
2018-06-20-02:05,36615,5002,257896,4917
2018-06-20-02:10,36789,5194,257896,4917
2018-06-20-02:15,37444,5329,257896,4917
2018-06-20-02:20,37507,5349,257896,4917
2018-06-20-02:25,37552,5362,257896,4917
2018-06-20-02:30,37441,5348,257896,4917
2018-06-20-02:35,37439,5312,257896,4917
2018-06-20-02:40,37492,5317,257896,4917
2018-06-20-02:45,35720,4746,257896,4917
2018-06-20-02:50,35421,4228,257896,4917
2018-06-20-02:55,35417,4215,257896,4917
2018-06-20-03:00,35817,4415,257896,2724
2018-06-20-03:05,35976,4569,257896,2724
2018-06-20-03:10,36049,4638,257896,2724
2018-06-20-03:15,35940,4625,257896,2724
2018-06-20-03:20,35873,4435,257896,2724
2018-06-20-03:25,35848,4294,257896,2724
2018-06-20-03:30,35760,4303,257896,2724
2018-06-20-03:35,35754,4285,257896,2724
2018-06-20-03:40,35735,4227,257896,2724
2018-06-20-03:45,34596,4129,257896,2724
2018-06-20-03:50,34150,3433,257896,2724
2018-06-20-03:55,33661,2396,257896,2724
2018-06-20-04:00,31091,2062,257896,807
2018-06-20-04:05,31011,1886,257896,807
2018-06-20-04:10,30984,1796,257896,807
2018-06-20-04:15,30461,1722,257896,807
2018-06-20-04:20,30438,1654,257896,807
2018-06-20-04:25,30414,1598,257896,807
2018-06-20-04:30,30079,1557,257896,807
2018-06-20-04:35,30064,1527,257896,807
2018-06-20-04:40,30056,1468,257896,807
2018-06-20-04:45,29877,1433,257896,807
2018-06-20-04:50,29865,1397,257896,807
2018-06-20-04:55,29846,1374,257896,807
2018-06-20-05:00,29480,1354,257896,712
2018-06-20-05:05,29461,1314,257896,712
2018-06-20-05:10,29440,1288,257896,712
2018-06-20-05:15,29180,1270,257896,712
2018-06-20-05:20,29176,1235,257896,712
2018-06-20-05:25,29171,1218,257896,712
2018-06-20-05:30,29037,1202,257896,712
2018-06-20-05:35,29030,1172,257896,712
2018-06-20-05:40,29022,1153,257896,712
2018-06-20-05:45,20622,1118,257896,712
2018-06-20-05:50,20620,1102,257896,712
2018-06-20-05:55,20610,1081,257896,712
2018-06-20-06:00,28537,1066,257896,1247
2018-06-20-06:05,28525,1047,257896,1247
2018-06-20-06:10,28509,1020,257896,1247
2018-06-20-06:15,27846,1002,257896,1247
2018-06-20-06:20,27840,980,257896,1247
2018-06-20-06:25,27826,974,257896,1247
2018-06-20-06:30,27208,959,257896,1247
2018-06-20-06:35,27195,950,257896,1247
2018-06-20-06:40,27199,937,257896,1247
2018-06-20-06:45,26823,926,257896,1247
2018-06-20-06:50,26805,909,257896,1247
2018-06-20-06:55,26797,913,257896,1247
2018-06-20-07:00,26555,894,257896,1852
2018-06-20-07:05,26543,868,257896,1852
2018-06-20-07:10,26546,860,257896,1852
2018-06-20-07:15,26011,848,257896,1852
2018-06-20-07:20,26008,803,257896,1852
2018-06-20-07:25,25993,777,257896,1852
2018-06-20-07:30,24950,759,257896,1852
2018-06-20-07:35,24937,733,257896,1852
2018-06-20-07:40,24934,727,257896,1852
2018-06-20-07:45,24457,716,257896,1852
2018-06-20-07:50,24459,702,257896,1852
2018-06-20-07:55,24468,687,257896,1852
2018-06-20-08:00,23290,663,257896,2150
2018-06-20-08:05,23288,654,257896,2150
2018-06-20-08:10,23284,654,257896,2150
2018-06-20-08:15,22274,653,257896,2150
2018-06-20-08:20,22277,646,257896,2150
2018-06-20-08:25,22287,647,257896,2150
2018-06-20-08:30,21425,639,257896,2150
2018-06-20-08:35,21402,642,257896,2150
2018-06-20-08:40,21380,621,257896,2150
2018-06-20-08:45,19951,607,257896,2150
2018-06-20-08:50,19944,605,257896,2150
2018-06-20-08:55,19947,594,257896,2150
2018-06-20-09:00,19087,598,257896,2217
2018-06-20-09:05,19091,601,257896,2217
2018-06-20-09:10,19111,582,257896,2217
2018-06-20-09:15,18386,583,257896,2217
2018-06-20-09:20,18379,587,257896,2217
2018-06-20-09:25,18384,598,257896,2217
2018-06-20-09:30,17584,595,257896,2217
2018-06-20-09:35,17595,614,257896,2217
2018-06-20-09:40,17612,610,257896,2217
2018-06-20-09:45,17683,607,257896,2217
2018-06-20-09:50,17706,601,257896,2217
2018-06-20-09:55,17716,601,257896,2217
2018-06-20-10:00,17493,601,257896,2464
2018-06-20-10:05,17503,612,257896,2464
2018-06-20-10:10,17515,615,257896,2464
2018-06-20-10:15,17341,617,257896,2464
2018-06-20-10:20,17346,618,257896,2464
2018-06-20-10:25,17327,624,257896,2464
2018-06-20-10:30,16548,599,257896,2464
2018-06-20-10:35,16556,603,257896,2464
2018-06-20-10:40,16576,610,257896,2464
2018-06-20-10:45,16569,606,257896,2464
2018-06-20-10:50,16572,614,257896,2464
2018-06-20-10:55,16578,620,257896,2464
2018-06-20-11:00,15742,602,257896,2732
2018-06-20-11:05,15719,579,257896,2732
2018-06-20-11:10,15715,569,257896,2732
2018-06-20-11:15,15047,562,257896,2732
2018-06-20-11:20,15037,560,257896,2732
2018-06-20-11:25,20864,553,257896,2732
2018-06-20-11:30,19449,528,257896,2732
2018-06-20-11:35,19397,500,257896,2732
2018-06-20-11:40,18570,487,257896,2732
2018-06-20-11:45,17937,481,257896,2732
2018-06-20-11:50,17937,482,257896,2732
2018-06-20-11:55,17703,487,257896,2732
2018-06-20-12:00,16616,503,257896,3694
2018-06-20-12:05,16620,536,257896,3694
2018-06-20-12:10,16263,549,257896,3694
2018-06-20-12:15,15865,581,257896,3694
2018-06-20-12:20,15840,558,257896,3694
2018-06-20-12:25,15714,539,257896,3694
2018-06-20-12:30,15432,524,257896,3694
2018-06-20-12:35,15426,505,257896,3694
2018-06-20-12:40,15398,514,257896,3694
2018-06-20-12:45,15384,519,257896,3694
2018-06-20-12:50,15375,522,257896,3694
2018-06-20-12:55,15286,507,257896,3694
2018-06-20-13:00,14615,482,257896,2671
2018-06-20-13:05,14617,475,257896,2671
2018-06-20-13:10,14351,467,257896,2671
2018-06-20-13:15,14323,468,257896,2671
2018-06-20-13:20,14321,476,257896,2671
2018-06-20-13:25,14491,487,257896,2671
2018-06-20-13:30,14724,488,257896,2671
2018-06-20-13:35,14718,493,257896,2671
2018-06-20-13:40,14789,501,257896,2671
2018-06-20-13:45,14527,494,257896,2671
2018-06-20-13:50,14524,483,257896,2671
2018-06-20-13:55,14472,479,257896,2671
2018-06-20-14:00,14056,474,257896,2494
2018-06-20-14:05,14041,452,257896,2494
2018-06-20-14:10,13590,443,257896,2494
2018-06-20-14:15,13109,431,257896,2494
2018-06-20-14:20,13106,429,257896,2494
2018-06-20-14:25,13054,437,257896,2494
2018-06-20-14:30,12876,439,257896,2494
2018-06-20-14:35,12882,445,257896,2494
2018-06-20-14:40,12870,447,257896,2494
2018-06-20-14:45,13533,462,257896,2494
2018-06-20-14:50,13528,462,257896,2494
2018-06-20-14:55,13666,457,257896,2494
2018-06-20-15:00,13128,464,257896,2464
2018-06-20-15:05,13132,479,257896,2464
2018-06-20-15:10,13129,480,257896,2464
2018-06-20-15:15,13114,483,257896,2464
2018-06-20-15:20,13116,479,257896,2464
2018-06-20-15:25,13091,486,257896,2464
2018-06-20-15:30,12937,475,257896,2464
2018-06-20-15:35,12932,469,257896,2464
2018-06-20-15:40,12870,480,257896,2464
2018-06-20-15:45,13139,485,257896,2464
2018-06-20-15:50,13143,494,257896,2464
2018-06-20-15:55,13465,501,257896,2464
2018-06-20-16:00,13836,507,257896,2786
2018-06-20-16:05,13867,520,257896,2786
2018-06-20-16:10,13912,529,257896,2786
2018-06-20-16:15,14009,534,257896,2786
2018-06-20-16:20,14015,545,257896,2786
2018-06-20-16:25,14204,553,257896,2786
2018-06-20-16:30,14301,559,257896,2786
2018-06-20-16:35,14287,554,257896,2786
2018-06-20-16:40,13844,519,257896,2786
2018-06-20-16:45,13510,514,257896,2786
2018-06-20-16:50,13510,500,257896,2786
2018-06-20-16:55,13665,512,257896,2786
2018-06-20-17:00,13848,525,257896,3082
2018-06-20-17:05,13857,536,257896,3082
2018-06-20-17:10,14062,550,257896,3082
2018-06-20-17:15,14704,571,257896,3082
2018-06-20-17:20,14718,577,257896,3082
2018-06-20-17:25,15164,574,257896,3082
2018-06-20-17:30,15833,578,257896,3082
2018-06-20-17:35,15840,606,257896,3082
2018-06-20-17:40,16184,633,257896,3082
2018-06-20-17:45,13335,640,257896,3082
2018-06-20-17:50,13344,667,257896,3082
2018-06-20-17:55,13348,696,257896,3082
2018-06-20-18:00,16354,720,257896,4433
2018-06-20-18:05,16376,753,257896,4433
2018-06-20-18:10,16393,772,257896,4433
2018-06-20-18:15,18524,807,257896,4433
2018-06-20-18:20,18541,849,257896,4433
2018-06-20-18:25,18570,895,257896,4433
2018-06-20-18:30,19599,926,257896,4433
2018-06-20-18:35,19605,969,257896,4433
2018-06-20-18:40,19617,1023,257896,4433
2018-06-20-18:45,20267,1065,257896,4433
2018-06-20-18:50,20298,1116,257896,4433
2018-06-20-18:55,20319,1189,257896,4433
2018-06-20-19:00,19003,1275,257896,15089
2018-06-20-19:05,19019,1377,257896,15089
2018-06-20-19:10,19050,1502,257896,15089
2018-06-20-19:15,19617,1664,257896,15089
2018-06-20-19:20,19677,1898,257896,15089
2018-06-20-19:25,19798,2233,257896,15089
2018-06-20-19:30,23827,2691,257896,15089
2018-06-20-19:35,24018,3195,257896,15089
2018-06-20-19:40,24276,3937,257896,15089
2018-06-20-19:45,31705,4801,257896,15089
2018-06-20-19:50,32165,6074,257896,15089
2018-06-20-19:55,33085,8174,257896,15089
2018-06-20-20:00,99397,10967,257896,35556
2018-06-20-20:05,100942,13157,257896,35556
2018-06-20-20:10,101693,14517,257896,35556
2018-06-20-20:15,117608,15526,257896,35556
2018-06-20-20:20,117922,15984,257896,35556
2018-06-20-20:25,118256,16754,257896,35556
2018-06-20-20:30,127355,17377,257896,35556
2018-06-20-20:35,127511,17674,257896,35556
2018-06-20-20:40,127602,18024,257896,35556
2018-06-20-20:45,124789,18229,257896,35556
2018-06-20-20:50,122298,15184,257896,35556
2018-06-20-20:55,122230,15324,257896,35556
2018-06-20-21:00,127260,16267,257896,23841
2018-06-20-21:05,128361,17771,257896,23841
2018-06-20-21:10,129177,18886,257896,23841
2018-06-20-21:15,142535,19625,257896,23841
2018-06-20-21:20,142798,20168,257896,23841
2018-06-20-21:25,142957,20498,257896,23841
2018-06-20-21:30,149355,20739,257896,23841
2018-06-20-21:35,149621,20998,257896,23841
2018-06-20-21:40,149876,21330,257896,23841
2018-06-20-21:45,153670,21690,257896,23841
2018-06-20-21:50,153860,21994,257896,23841
2018-06-20-21:55,148508,14639,257896,23841
2018-06-20-22:00,103817,10993,257896,13880
2018-06-20-22:05,72069,9414,257896,13880
2018-06-20-22:10,71820,8873,257896,13880
2018-06-20-22:15,60708,8390,257896,13880
2018-06-20-22:20,60624,8160,257896,13880
2018-06-20-22:25,60562,7970,257896,13880
2018-06-20-22:30,56918,7925,257896,13880
2018-06-20-22:35,56184,5180,257896,13880
2018-06-20-22:40,55190,5946,257896,13880
2018-06-20-22:45,54953,5946,257896,13880
2018-06-20-22:50,54953,0,257896,13880
2018-06-20-22:55,54953,0,257896,13880
2018-06-20-23:00,70086,0,257896,21789
2018-06-20-23:05,70086,0,257896,21789
2018-06-20-23:10,70491,1053,257896,21789
2018-06-20-23:15,78001,11016,257896,21789
2018-06-20-23:20,79258,13438,257896,21789
2018-06-20-23:25,79587,14244,257896,21789
2018-06-20-23:30,81222,14426,257896,21789
2018-06-20-23:35,81219,14454,257896,21789
2018-06-20-23:40,81273,14538,257896,21789
2018-06-20-23:45,74060,14036,257896,21789
2018-06-20-23:50,72779,11931,257896,21789
2018-06-20-23:55,72761,11762,257896,21789
2018-06-21-00:00,71960,12088,243194,14323
2018-06-21-00:05,72412,12725,243194,14323
2018-06-21-00:10,72728,13075,243194,14323
2018-06-21-00:15,73986,13188,243194,14323
2018-06-21-00:20,74092,13247,243194,14323
2018-06-21-00:25,74144,13227,243194,14323
2018-06-21-00:30,72476,13003,243194,14323
2018-06-21-00:35,72470,12858,243194,14323
2018-06-21-00:40,72512,12844,243194,14323
2018-06-21-00:45,68539,12736,243194,14323
2018-06-21-00:50,67861,11724,243194,14323
2018-06-21-00:55,65809,7769,243194,14323
2018-06-21-01:00,52827,6653,243194,4691
2018-06-21-01:05,52642,6152,243194,4691
2018-06-21-01:10,52547,5868,243194,4691
2018-06-21-01:15,49670,5665,243194,4691
2018-06-21-01:20,49592,5439,243194,4691
2018-06-21-01:25,49542,5247,243194,4691
2018-06-21-01:30,47789,5200,243194,4691
2018-06-21-01:35,47801,5187,243194,4691
2018-06-21-01:40,47846,5302,243194,4691
2018-06-21-01:45,47717,5452,243194,4691
2018-06-21-01:50,47772,5684,243194,4691
2018-06-21-01:55,47998,6240,243194,4691
2018-06-21-02:00,52019,7157,243194,5188
2018-06-21-02:05,52488,7706,243194,5188
2018-06-21-02:10,52726,7987,243194,5188
2018-06-21-02:15,53950,8107,243194,5188
2018-06-21-02:20,54077,8225,243194,5188
2018-06-21-02:25,54140,8312,243194,5188
2018-06-21-02:30,54428,8361,243194,5188
2018-06-21-02:35,54473,8372,243194,5188
2018-06-21-02:40,54544,8410,243194,5188
2018-06-21-02:45,52900,8361,243194,5188
2018-06-21-02:50,51908,6824,243194,5188
2018-06-21-02:55,51897,6725,243194,5188
2018-06-21-03:00,51460,6941,243194,2323
2018-06-21-03:05,51741,7320,243194,2323
2018-06-21-03:10,51927,7576,243194,2323
2018-06-21-03:15,52863,7703,243194,2323
2018-06-21-03:20,52959,7758,243194,2323
2018-06-21-03:25,52962,7783,243194,2323
2018-06-21-03:30,53153,7783,243194,2323
2018-06-21-03:35,53175,7736,243194,2323
2018-06-21-03:40,53183,7697,243194,2323
2018-06-21-03:45,52201,7676,243194,2323
2018-06-21-03:50,52178,7625,243194,2323
2018-06-21-03:55,50609,4483,243194,2323
2018-06-21-04:00,44528,3237,243194,628
2018-06-21-04:05,44385,2832,243194,628
2018-06-21-04:10,44343,2617,243194,628
2018-06-21-04:15,43275,2440,243194,628
2018-06-21-04:20,43222,2301,243194,628
2018-06-21-04:25,43192,2212,243194,628
2018-06-21-04:30,42596,2132,243194,628
2018-06-21-04:35,42581,2045,243194,628
2018-06-21-04:40,42562,1963,243194,628
2018-06-21-04:45,42185,1924,243194,628
2018-06-21-04:50,42180,1866,243194,628
2018-06-21-04:55,42172,1839,243194,628
2018-06-21-05:00,41672,1790,243194,595
2018-06-21-05:05,41649,1728,243194,595
2018-06-21-05:10,41635,1682,243194,595
2018-06-21-05:15,41253,1642,243194,595
2018-06-21-05:20,41247,1604,243194,595
2018-06-21-05:25,41235,1587,243194,595
2018-06-21-05:30,40988,1558,243194,595
2018-06-21-05:35,40978,1525,243194,595
2018-06-21-05:40,40969,1489,243194,595
2018-06-21-05:45,32273,1473,243194,595
2018-06-21-05:50,32265,1458,243194,595
2018-06-21-05:55,32258,1447,243194,595
2018-06-21-06:00,40317,1430,243194,1159
2018-06-21-06:05,40309,1413,243194,1159
2018-06-21-06:10,40287,1363,243194,1159
2018-06-21-06:15,39198,1339,243194,1159
2018-06-21-06:20,39187,1330,243194,1159
2018-06-21-06:25,39170,1314,243194,1159
2018-06-21-06:30,38398,1296,243194,1159
2018-06-21-06:35,38389,1286,243194,1159
2018-06-21-06:40,38388,1276,243194,1159
2018-06-21-06:45,37836,1240,243194,1159
2018-06-21-06:50,37828,1219,243194,1159
2018-06-21-06:55,37825,1209,243194,1159
2018-06-21-07:00,37251,1188,243194,1722
2018-06-21-07:05,37243,1145,243194,1722
2018-06-21-07:10,37234,1120,243194,1722
2018-06-21-07:15,36353,1102,243194,1722
2018-06-21-07:20,36335,1063,243194,1722
2018-06-21-07:25,36327,1051,243194,1722
2018-06-21-07:30,34774,1028,243194,1722
2018-06-21-07:35,34774,995,243194,1722
2018-06-21-07:40,34761,972,243194,1722
2018-06-21-07:45,33914,964,243194,1722
2018-06-21-07:50,33913,943,243194,1722
2018-06-21-07:55,33910,930,243194,1722
2018-06-21-08:00,31906,908,243194,1921
2018-06-21-08:05,31909,876,243194,1921
2018-06-21-08:10,31905,864,243194,1921
2018-06-21-08:15,30447,849,243194,1921
2018-06-21-08:20,30453,841,243194,1921
2018-06-21-08:25,30452,821,243194,1921
2018-06-21-08:30,29065,816,243194,1921
2018-06-21-08:35,29033,787,243194,1921
2018-06-21-08:40,29022,766,243194,1921
2018-06-21-08:45,27686,760,243194,1921
2018-06-21-08:50,27690,757,243194,1921
2018-06-21-08:55,27696,737,243194,1921
2018-06-21-09:00,26182,738,243194,1930
2018-06-21-09:05,26185,723,243194,1930
2018-06-21-09:10,26188,718,243194,1930
2018-06-21-09:15,25054,723,243194,1930
2018-06-21-09:20,25063,743,243194,1930
2018-06-21-09:25,25066,738,243194,1930
2018-06-21-09:30,24121,738,243194,1930
2018-06-21-09:35,24134,749,243194,1930
2018-06-21-09:40,24144,766,243194,1930
2018-06-21-09:45,29737,764,243194,1930
2018-06-21-09:50,29751,765,243194,1930
2018-06-21-09:55,29759,772,243194,1930
2018-06-21-10:00,29749,774,243194,1766
2018-06-21-10:05,29756,754,243194,1766
2018-06-21-10:10,29752,769,243194,1766
2018-06-21-10:15,29669,772,243194,1766
2018-06-21-10:20,29712,777,243194,1766
2018-06-21-10:25,29716,775,243194,1766
2018-06-21-10:30,28712,755,243194,1766
2018-06-21-10:35,28274,735,243194,1766
2018-06-21-10:40,28283,733,243194,1766
2018-06-21-10:45,28209,748,243194,1766
2018-06-21-10:50,28424,771,243194,1766
2018-06-21-10:55,28422,773,243194,1766
2018-06-21-11:00,27886,778,243194,1983
2018-06-21-11:05,27703,720,243194,1983
2018-06-21-11:10,27427,52,243194,1983
2018-06-21-11:15,27018,120,243194,1983
2018-06-21-11:20,27094,296,243194,1983
2018-06-21-11:25,27181,651,243194,1983
2018-06-21-11:30,26331,766,243194,1983
2018-06-21-11:35,25719,650,243194,1983
2018-06-21-11:40,25649,595,243194,1983
2018-06-21-11:45,24279,583,243194,1983
2018-06-21-11:50,23719,571,243194,1983
2018-06-21-11:55,23746,584,243194,1983
2018-06-21-12:00,22704,595,243194,3012
2018-06-21-12:05,22189,605,243194,3012
2018-06-21-12:10,22232,623,243194,3012
2018-06-21-12:15,21721,643,243194,3012
2018-06-21-12:20,21480,624,243194,3012
2018-06-21-12:25,19933,623,243194,3012
2018-06-21-12:30,19532,614,243194,3012
2018-06-21-12:35,19417,623,243194,3012
2018-06-21-12:40,19355,626,243194,3012
2018-06-21-12:45,19238,620,243194,3012
2018-06-21-12:50,19162,607,243194,3012
2018-06-21-12:55,19055,611,243194,3012
2018-06-21-13:00,18558,605,243194,1859
2018-06-21-13:05,18236,598,243194,1859
2018-06-21-13:10,18068,585,243194,1859
2018-06-21-13:15,17925,578,243194,1859
2018-06-21-13:20,17853,220,243194,1859
2018-06-21-13:25,17804,57,243194,1859
2018-06-21-13:30,17873,175,243194,1859
2018-06-21-13:35,17899,162,243194,1859
2018-06-21-13:40,17956,336,243194,1859
2018-06-21-13:45,17854,313,243194,1859
2018-06-21-13:50,17929,521,243194,1859
2018-06-21-13:55,17939,562,243194,1859
2018-06-21-14:00,17558,555,243194,1688
2018-06-21-14:05,17370,547,243194,1688
2018-06-21-14:10,17353,544,243194,1688
2018-06-21-14:15,16633,537,243194,1688
2018-06-21-14:20,16454,552,243194,1688
2018-06-21-14:25,16449,545,243194,1688
2018-06-21-14:30,16116,364,243194,1688
2018-06-21-14:35,16071,466,243194,1688
2018-06-21-14:40,16100,553,243194,1688
2018-06-21-14:45,16370,559,243194,1688
2018-06-21-14:50,16516,562,243194,1688
2018-06-21-14:55,16523,633,243194,1688
2018-06-21-15:00,16470,563,243194,1713
2018-06-21-15:05,16376,564,243194,1713
2018-06-21-15:10,16407,550,243194,1713
2018-06-21-15:15,16159,585,243194,1713
2018-06-21-15:20,16117,554,243194,1713
2018-06-21-15:25,16118,549,243194,1713
2018-06-21-15:30,15941,533,243194,1713
2018-06-21-15:35,15849,567,243194,1713
2018-06-21-15:40,15830,530,243194,1713
2018-06-21-15:45,16125,535,243194,1713
2018-06-21-15:50,16297,552,243194,1713
2018-06-21-15:55,16318,553,243194,1713
2018-06-21-16:00,16703,557,243194,1952
2018-06-21-16:05,16784,626,243194,1952
2018-06-21-16:10,16779,559,243194,1952
2018-06-21-16:15,16890,554,243194,1952
2018-06-21-16:20,16940,630,243194,1952
2018-06-21-16:25,16916,575,243194,1952
2018-06-21-16:30,16854,620,243194,1952
2018-06-21-16:35,16690,566,243194,1952
