date,MOD_STB,Hami_CDN,MOD_FIFAFlow,HAMI_WEBGA
2018-06-17-09:00,18541,784,423820,4031
2018-06-17-09:05,18555,787,423820,4031
2018-06-17-09:10,18567,792,423820,4031
2018-06-17-09:15,18450,820,423820,4031
2018-06-17-09:20,18442,806,423820,4031
2018-06-17-09:25,18444,804,423820,4031
2018-06-17-09:30,16958,801,423820,4031
2018-06-17-09:35,16955,801,423820,4031
2018-06-17-09:40,16958,780,423820,4031
2018-06-17-09:45,17273,796,423820,4031
2018-06-17-09:50,17270,787,423820,4031
2018-06-17-09:55,17259,805,423820,4031
2018-06-17-10:00,17132,813,423820,4465
2018-06-17-10:05,17135,805,423820,4465
2018-06-17-10:10,17152,807,423820,4465
2018-06-17-10:15,16774,815,423820,4465
2018-06-17-10:20,16779,834,423820,4465
2018-06-17-10:25,16780,818,423820,4465
2018-06-17-10:30,15529,820,423820,4465
2018-06-17-10:35,15531,811,423820,4465
2018-06-17-10:40,15513,822,423820,4465
2018-06-17-10:45,15674,834,423820,4465
2018-06-17-10:50,15683,833,423820,4465
2018-06-17-10:55,15710,828,423820,4465
2018-06-17-11:00,15637,833,423820,4761
2018-06-17-11:05,15614,834,423820,4761
2018-06-17-11:10,15623,842,423820,4761
2018-06-17-11:15,15414,840,423820,4761
2018-06-17-11:20,15403,824,423820,4761
2018-06-17-11:25,15396,830,423820,4761
2018-06-17-11:30,14593,817,423820,4761
2018-06-17-11:35,14552,775,423820,4761
2018-06-17-11:40,14551,776,423820,4761
2018-06-17-11:45,13142,804,423820,4761
2018-06-17-11:50,13144,802,423820,4761
2018-06-17-11:55,13159,768,423820,4761
2018-06-17-12:00,12014,753,423820,4836
2018-06-17-12:05,12008,745,423820,4836
2018-06-17-12:10,12017,751,423820,4836
2018-06-17-12:15,12001,763,423820,4836
2018-06-17-12:20,11999,764,423820,4836
2018-06-17-12:25,12008,756,423820,4836
2018-06-17-12:30,12477,767,423820,4836
2018-06-17-12:35,12499,803,423820,4836
2018-06-17-12:40,12504,799,423820,4836
2018-06-17-12:45,13029,802,423820,4836
2018-06-17-12:50,13037,790,423820,4836
2018-06-17-12:55,13056,795,423820,4836
2018-06-17-13:00,12266,786,423820,4813
2018-06-17-13:05,12257,772,423820,4813
2018-06-17-13:10,12255,799,423820,4813
2018-06-17-13:15,12373,792,423820,4813
2018-06-17-13:20,12394,814,423820,4813
2018-06-17-13:25,12406,868,423820,4813
2018-06-17-13:30,13066,892,423820,4813
2018-06-17-13:35,13066,875,423820,4813
2018-06-17-13:40,13064,874,423820,4813
2018-06-17-13:45,13268,881,423820,4813
2018-06-17-13:50,13273,876,423820,4813
2018-06-17-13:55,13264,879,423820,4813
2018-06-17-14:00,13434,888,423820,4792
2018-06-17-14:05,13400,873,423820,4792
2018-06-17-14:10,13323,799,423820,4792
2018-06-17-14:15,11321,757,423820,4792
2018-06-17-14:20,11319,769,423820,4792
2018-06-17-14:25,11322,762,423820,4792
2018-06-17-14:30,10832,759,423820,4792
2018-06-17-14:35,10830,757,423820,4792
2018-06-17-14:40,10846,758,423820,4792
2018-06-17-14:45,10913,775,423820,4792
2018-06-17-14:50,10909,774,423820,4792
2018-06-17-14:55,10912,770,423820,4792
2018-06-17-15:00,11084,795,423820,4681
2018-06-17-15:05,11076,792,423820,4681
2018-06-17-15:10,11062,800,423820,4681
2018-06-17-15:15,10765,816,423820,4681
2018-06-17-15:20,10763,809,423820,4681
2018-06-17-15:25,10764,827,423820,4681
2018-06-17-15:30,10489,818,423820,4681
2018-06-17-15:35,10493,806,423820,4681
2018-06-17-15:40,10500,808,423820,4681
2018-06-17-15:45,10875,843,423820,4681
2018-06-17-15:50,10876,852,423820,4681
2018-06-17-15:55,10881,865,423820,4681
2018-06-17-16:00,11537,871,423820,4876
2018-06-17-16:05,11532,884,423820,4876
2018-06-17-16:10,11526,896,423820,4876
2018-06-17-16:15,11768,884,423820,4876
2018-06-17-16:20,11769,864,423820,4876
2018-06-17-16:25,11778,859,423820,4876
2018-06-17-16:30,12124,872,423820,4876
2018-06-17-16:35,12116,884,423820,4876
2018-06-17-16:40,12082,846,423820,4876
2018-06-17-16:45,11036,868,423820,4876
2018-06-17-16:50,11041,887,423820,4876
2018-06-17-16:55,11033,922,423820,4876
2018-06-17-17:00,11549,941,423820,5815
2018-06-17-17:05,11580,964,423820,5815
2018-06-17-17:10,11614,991,423820,5815
2018-06-17-17:15,12707,1044,423820,5815
2018-06-17-17:20,12708,1059,423820,5815
2018-06-17-17:25,12730,1069,423820,5815
2018-06-17-17:30,13656,1092,423820,5815
2018-06-17-17:35,13675,1134,423820,5815
2018-06-17-17:40,13687,1187,423820,5815
2018-06-17-17:45,14526,1181,423820,5815
2018-06-17-17:50,14531,1210,423820,5815
2018-06-17-17:55,14518,1234,423820,5815
2018-06-17-18:00,13913,1246,423820,7322
2018-06-17-18:05,13915,1241,423820,7322
2018-06-17-18:10,13938,1253,423820,7322
2018-06-17-18:15,15135,1280,423820,7322
2018-06-17-18:20,15164,1355,423820,7322
2018-06-17-18:25,15190,1413,423820,7322
2018-06-17-18:30,12125,1427,423820,7322
2018-06-17-18:35,12125,1462,423820,7322
2018-06-17-18:40,12144,1506,423820,7322
2018-06-17-18:45,16239,1550,423820,7322
2018-06-17-18:50,16242,1573,423820,7322
2018-06-17-18:55,16271,1613,423820,7322
2018-06-17-19:00,16298,1675,423820,13853
2018-06-17-19:05,14940,1652,423820,13853
2018-06-17-19:10,14923,1704,423820,13853
2018-06-17-19:15,15297,1787,423820,13853
2018-06-17-19:20,15324,1926,423820,13853
2018-06-17-19:25,15393,2118,423820,13853
2018-06-17-19:30,17845,2417,423820,13853
2018-06-17-19:35,17967,2733,423820,13853
2018-06-17-19:40,18081,3117,423820,13853
2018-06-17-19:45,22161,3603,423820,13853
2018-06-17-19:50,22320,4245,423820,13853
2018-06-17-19:55,22726,5264,423820,13853
2018-06-17-20:00,33819,6760,423820,22974
2018-06-17-20:05,34309,7744,423820,22974
2018-06-17-20:10,34669,8326,423820,22974
2018-06-17-20:15,38829,8836,423820,22974
2018-06-17-20:20,39004,9203,423820,22974
2018-06-17-20:25,39113,9455,423820,22974
2018-06-17-20:30,41553,9692,423820,22974
2018-06-17-20:35,41652,9950,423820,22974
2018-06-17-20:40,41751,10173,423820,22974
2018-06-17-20:45,22080,9954,423820,22974
2018-06-17-20:50,21283,8727,423820,22974
2018-06-17-20:55,21322,8939,423820,22974
2018-06-17-21:00,14407,9474,423820,20453
2018-06-17-21:05,14891,10222,423820,20453
2018-06-17-21:10,15213,10824,423820,20453
2018-06-17-21:15,43832,11319,423820,20453
2018-06-17-21:20,43904,11537,423820,20453
2018-06-17-21:25,43967,11673,423820,20453
2018-06-17-21:30,50553,11853,423820,20453
2018-06-17-21:35,50635,12140,423820,20453
2018-06-17-21:40,50684,12286,423820,20453
2018-06-17-21:45,26919,12451,423820,20453
2018-06-17-21:50,27131,12776,423820,20453
2018-06-17-21:55,25420,10458,423820,20453
2018-06-17-22:00,10667,8169,423820,20214
2018-06-17-22:05,10307,7534,423820,20214
2018-06-17-22:10,10270,7492,423820,20214
2018-06-17-22:15,26573,7459,423820,20214
2018-06-17-22:20,26565,7573,423820,20214
2018-06-17-22:25,26655,7510,423820,20214
2018-06-17-22:30,28862,7588,423820,20214
2018-06-17-22:35,29032,7950,423820,20214
2018-06-17-22:40,29275,8060,423820,20214
2018-06-17-22:45,34134,8486,423820,20214
2018-06-17-22:50,34563,9232,423820,20214
2018-06-17-22:55,35592,10826,423820,20214
2018-06-17-23:00,53942,12850,423820,23323
2018-06-17-23:05,55227,14114,423820,23323
2018-06-17-23:10,56024,14712,423820,23323
2018-06-17-23:15,56480,15030,423820,23323
2018-06-17-23:20,63190,15297,423820,23323
2018-06-17-23:25,63495,15469,423820,23323
2018-06-17-23:30,37222,15548,423820,23323
2018-06-17-23:35,37552,15701,423820,23323
2018-06-17-23:40,37772,15882,423820,23323
2018-06-17-23:45,36258,14064,423820,23323
2018-06-17-23:50,31982,6553,423820,23323
2018-06-17-23:55,28202,2104,423820,23323
2018-06-18-00:00,28197,2104,454138,32719
2018-06-18-00:05,28197,0,454138,32719
2018-06-18-00:10,28197,0,454138,32719
2018-06-18-00:15,28197,0,454138,32719
2018-06-18-00:20,28197,0,454138,32719
2018-06-18-00:25,28197,0,454138,32719
2018-06-18-00:30,28197,0,454138,32719
2018-06-18-00:35,28197,0,454138,32719
2018-06-18-00:40,28197,0,454138,32719
2018-06-18-00:45,28197,0,454138,32719
2018-06-18-00:50,28527,1685,454138,32719
2018-06-18-00:55,28281,408,454138,32719
2018-06-18-01:00,28326,457,454138,16468
2018-06-18-01:05,28454,738,454138,16468
2018-06-18-01:10,28663,1470,454138,16468
2018-06-18-01:15,29174,2616,454138,16468
2018-06-18-01:20,29886,5131,454138,16468
2018-06-18-01:25,29984,5641,454138,16468
2018-06-18-01:30,30058,5662,454138,16468
2018-06-18-01:35,30145,5749,454138,16468
2018-06-18-01:40,30262,6294,454138,16468
2018-06-18-01:45,30410,6694,454138,16468
2018-06-18-01:50,30656,7282,454138,16468
2018-06-18-01:55,31317,8403,454138,16468
2018-06-18-02:00,32331,9630,454138,13129
2018-06-18-02:05,32989,10148,454138,13129
2018-06-18-02:10,33275,10534,454138,13129
2018-06-18-02:15,33502,10796,454138,13129
2018-06-18-02:20,33619,10938,454138,13129
2018-06-18-02:25,33681,11027,454138,13129
2018-06-18-02:30,33692,11001,454138,13129
2018-06-18-02:35,33675,10949,454138,13129
2018-06-18-02:40,33648,10907,454138,13129
2018-06-18-02:45,33241,10492,454138,13129
2018-06-18-02:50,31748,8521,454138,13129
2018-06-18-02:55,31796,8528,454138,13129
2018-06-18-03:00,32159,8980,454138,7065
2018-06-18-03:05,32614,9579,454138,7065
2018-06-18-03:10,32868,9837,454138,7065
2018-06-18-03:15,32993,9997,454138,7065
2018-06-18-03:20,33020,10046,454138,7065
2018-06-18-03:25,33057,10026,454138,7065
2018-06-18-03:30,33093,10023,454138,7065
2018-06-18-03:35,33118,10038,454138,7065
2018-06-18-03:40,33147,10048,454138,7065
2018-06-18-03:45,33209,10102,454138,7065
2018-06-18-03:50,33246,10091,454138,7065
2018-06-18-03:55,31007,6594,454138,7065
2018-06-18-04:00,29715,3682,454138,1808
2018-06-18-04:05,29327,2797,454138,1808
2018-06-18-04:10,29177,2487,454138,1808
2018-06-18-04:15,29100,2299,454138,1808
2018-06-18-04:20,29059,2151,454138,1808
2018-06-18-04:25,29016,2006,454138,1808
2018-06-18-04:30,28974,1919,454138,1808
2018-06-18-04:35,28947,1831,454138,1808
2018-06-18-04:40,28918,1741,454138,1808
2018-06-18-04:45,28890,1694,454138,1808
2018-06-18-04:50,28763,1633,454138,1808
2018-06-18-04:55,28753,1582,454138,1808
2018-06-18-05:00,28737,1539,454138,1037
2018-06-18-05:05,28708,1490,454138,1037
2018-06-18-05:10,28685,1451,454138,1037
2018-06-18-05:15,28673,1431,454138,1037
2018-06-18-05:20,28660,1396,454138,1037
2018-06-18-05:25,28650,1367,454138,1037
2018-06-18-05:30,28645,1345,454138,1037
2018-06-18-05:35,28632,1311,454138,1037
2018-06-18-05:40,28618,1285,454138,1037
2018-06-18-05:45,28608,1277,454138,1037
2018-06-18-05:50,28602,1254,454138,1037
2018-06-18-05:55,28594,1231,454138,1037
2018-06-18-06:00,28586,1215,454138,1399
2018-06-18-06:05,28577,1203,454138,1399
2018-06-18-06:10,28571,1178,454138,1399
2018-06-18-06:15,28554,1146,454138,1399
2018-06-18-06:20,28553,1128,454138,1399
2018-06-18-06:25,28548,1108,454138,1399
2018-06-18-06:30,28538,1088,454138,1399
2018-06-18-06:35,28531,1077,454138,1399
2018-06-18-06:40,28537,1084,454138,1399
2018-06-18-06:45,28537,1069,454138,1399
2018-06-18-06:50,28531,1067,454138,1399
2018-06-18-06:55,28550,1076,454138,1399
2018-06-18-07:00,28556,1077,454138,2205
2018-06-18-07:05,28541,1056,454138,2205
2018-06-18-07:10,28535,1067,454138,2205
2018-06-18-07:15,28528,1046,454138,2205
2018-06-18-07:20,28509,1035,454138,2205
2018-06-18-07:25,28487,1023,454138,2205
2018-06-18-07:30,28482,1004,454138,2205
2018-06-18-07:35,28476,1000,454138,2205
2018-06-18-07:40,28467,980,454138,2205
2018-06-18-07:45,28475,979,454138,2205
2018-06-18-07:50,28479,1000,454138,2205
2018-06-18-07:55,28480,1004,454138,2205
2018-06-18-08:00,28493,993,454138,3113
2018-06-18-08:05,28492,986,454138,3113
2018-06-18-08:10,28494,990,454138,3113
2018-06-18-08:15,28501,991,454138,3113
2018-06-18-08:20,28501,990,454138,3113
2018-06-18-08:25,28506,996,454138,3113
2018-06-18-08:30,28506,1002,454138,3113
2018-06-18-08:35,28461,945,454138,3113
2018-06-18-08:40,28449,926,454138,3113
2018-06-18-08:45,28439,880,454138,3113
2018-06-18-08:50,28441,867,454138,3113
2018-06-18-08:55,28451,899,454138,3113
2018-06-18-09:00,28462,916,454138,4282
2018-06-18-09:05,28462,896,454138,4282
2018-06-18-09:10,28477,902,454138,4282
2018-06-18-09:15,28474,913,454138,4282
2018-06-18-09:20,28484,905,454138,4282
2018-06-18-09:25,28497,934,454138,4282
2018-06-18-09:30,28500,963,454138,4282
2018-06-18-09:35,28537,1008,454138,4282
2018-06-18-09:40,28576,1009,454138,4282
2018-06-18-09:45,28603,1016,454138,4282
2018-06-18-09:50,28623,1036,454138,4282
2018-06-18-09:55,28637,1096,454138,4282
2018-06-18-10:00,28652,1085,454138,5261
2018-06-18-10:05,28652,1086,454138,5261
2018-06-18-10:10,28667,1019,454138,5261
2018-06-18-10:15,28684,962,454138,5261
2018-06-18-10:20,28697,921,454138,5261
2018-06-18-10:25,28700,879,454138,5261
2018-06-18-10:30,28626,820,454138,5261
2018-06-18-10:35,28610,777,454138,5261
2018-06-18-10:40,28617,754,454138,5261
2018-06-18-10:45,28662,750,454138,5261
2018-06-18-10:50,28671,726,454138,5261
2018-06-18-10:55,28669,898,454138,5261
2018-06-18-11:00,28672,962,454138,4909
2018-06-18-11:05,28679,994,454138,4909
2018-06-18-11:10,28686,1026,454138,4909
2018-06-18-11:15,28695,1069,454138,4909
2018-06-18-11:20,28713,1060,454138,4909
2018-06-18-11:25,28721,1072,454138,4909
2018-06-18-11:30,28724,1095,454138,4909
2018-06-18-11:35,28641,1043,454138,4909
2018-06-18-11:40,28493,891,454138,4909
2018-06-18-11:45,28444,807,454138,4909
2018-06-18-11:50,28422,779,454138,4909
2018-06-18-11:55,28416,774,454138,4909
2018-06-18-12:00,28403,767,454138,4919
2018-06-18-12:05,28394,745,454138,4919
2018-06-18-12:10,28393,741,454138,4919
2018-06-18-12:15,28403,745,454138,4919
2018-06-18-12:20,28406,751,454138,4919
2018-06-18-12:25,28385,766,454138,4919
2018-06-18-12:30,28384,762,454138,4919
2018-06-18-12:35,28381,751,454138,4919
2018-06-18-12:40,28378,745,454138,4919
2018-06-18-12:45,28381,724,454138,4919
2018-06-18-12:50,28390,740,454138,4919
2018-06-18-12:55,28386,752,454138,4919
2018-06-18-13:00,28375,724,454138,4807
2018-06-18-13:05,28369,711,454138,4807
2018-06-18-13:10,28362,709,454138,4807
2018-06-18-13:15,28367,707,454138,4807
2018-06-18-13:20,28371,709,454138,4807
2018-06-18-13:25,28372,705,454138,4807
2018-06-18-13:30,28371,703,454138,4807
2018-06-18-13:35,28372,712,454138,4807
2018-06-18-13:40,28379,736,454138,4807
2018-06-18-13:45,28379,742,454138,4807
2018-06-18-13:50,28374,728,454138,4807
2018-06-18-13:55,28372,744,454138,4807
2018-06-18-14:00,28375,763,454138,4462
2018-06-18-14:05,28361,760,454138,4462
2018-06-18-14:10,28343,737,454138,4462
2018-06-18-14:15,28342,715,454138,4462
2018-06-18-14:20,28342,742,454138,4462
2018-06-18-14:25,28342,736,454138,4462
2018-06-18-14:30,28345,733,454138,4462
2018-06-18-14:35,28344,731,454138,4462
2018-06-18-14:40,28347,756,454138,4462
2018-06-18-14:45,28340,759,454138,4462
2018-06-18-14:50,28351,776,454138,4462
2018-06-18-14:55,28352,781,454138,4462
2018-06-18-15:00,28360,795,454138,4514
2018-06-18-15:05,28368,802,454138,4514
2018-06-18-15:10,28372,810,454138,4514
2018-06-18-15:15,28376,817,454138,4514
2018-06-18-15:20,28364,795,454138,4514
2018-06-18-15:25,28354,783,454138,4514
2018-06-18-15:30,28353,775,454138,4514
2018-06-18-15:35,28357,767,454138,4514
2018-06-18-15:40,28366,787,454138,4514
2018-06-18-15:45,28379,784,454138,4514
2018-06-18-15:50,28393,791,454138,4514
2018-06-18-15:55,28391,794,454138,4514
2018-06-18-16:00,8030,803,454138,4810
2018-06-18-16:05,8032,810,454138,4810
2018-06-18-16:10,11234,830,454138,4810
2018-06-18-16:15,11237,838,454138,4810
2018-06-18-16:20,11237,857,454138,4810
2018-06-18-16:25,11720,884,454138,4810
2018-06-18-16:30,11724,903,454138,4810
2018-06-18-16:35,11704,922,454138,4810
2018-06-18-16:40,11277,909,454138,4810
2018-06-18-16:45,11282,919,454138,4810
2018-06-18-16:50,11274,926,454138,4810
2018-06-18-16:55,11984,932,454138,4810
2018-06-18-17:00,11996,970,454138,5198
2018-06-18-17:05,12007,993,454138,5198
2018-06-18-17:10,12700,1033,454138,5198
2018-06-18-17:15,12716,1069,454138,5198
2018-06-18-17:20,12731,1108,454138,5198
2018-06-18-17:25,14095,1123,454138,5198
2018-06-18-17:30,14109,1114,454138,5198
2018-06-18-17:35,14098,1136,454138,5198
2018-06-18-17:40,14945,1175,454138,5198
2018-06-18-17:45,14954,1191,454138,5198
2018-06-18-17:50,14970,1255,454138,5198
2018-06-18-17:55,15003,1280,454138,5198
2018-06-18-18:00,14311,1312,454138,6345
2018-06-18-18:05,14309,1334,454138,6345
2018-06-18-18:10,14326,1371,454138,6345
2018-06-18-18:15,15374,1388,454138,6345
2018-06-18-18:20,15383,1442,454138,6345
2018-06-18-18:25,15367,1475,454138,6345
2018-06-18-18:30,10474,1506,454138,6345
2018-06-18-18:35,10479,1534,454138,6345
2018-06-18-18:40,10493,1602,454138,6345
2018-06-18-18:45,16816,1682,454138,6345
2018-06-18-18:50,16824,1742,454138,6345
2018-06-18-18:55,16840,1838,454138,6345
2018-06-18-19:00,17778,1964,454138,15561
2018-06-18-19:05,17757,2053,454138,15561
2018-06-18-19:10,17702,2146,454138,15561
2018-06-18-19:15,15171,2290,454138,15561
2018-06-18-19:20,15236,2548,454138,15561
2018-06-18-19:25,15335,2937,454138,15561
2018-06-18-19:30,17755,3383,454138,15561
2018-06-18-19:35,17983,3913,454138,15561
2018-06-18-19:40,18209,4613,454138,15561
2018-06-18-19:45,22230,5363,454138,15561
2018-06-18-19:50,22557,6489,454138,15561
2018-06-18-19:55,23288,8271,454138,15561
2018-06-18-20:00,43148,10701,454138,26131
2018-06-18-20:05,44115,12289,454138,26131
2018-06-18-20:10,44606,13165,454138,26131
2018-06-18-20:15,58611,13844,454138,26131
2018-06-18-20:20,58953,14389,454138,26131
2018-06-18-20:25,59218,14839,454138,26131
2018-06-18-20:30,65841,15244,454138,26131
2018-06-18-20:35,66004,15493,454138,26131
2018-06-18-20:40,66149,15803,454138,26131
2018-06-18-20:45,66711,15496,454138,26131
2018-06-18-20:50,65118,13089,454138,26131
2018-06-18-20:55,65211,13289,454138,26131
2018-06-18-21:00,64644,14097,454138,20579
2018-06-18-21:05,65503,15375,454138,20579
2018-06-18-21:10,66180,16235,454138,20579
2018-06-18-21:15,76429,16808,454138,20579
2018-06-18-21:20,76858,17300,454138,20579
2018-06-18-21:25,76865,17364,454138,20579
2018-06-18-21:30,80449,17397,454138,20579
2018-06-18-21:35,80622,17628,454138,20579
2018-06-18-21:40,80847,17796,454138,20579
2018-06-18-21:45,83313,17482,454138,20579
2018-06-18-21:50,82530,3529,454138,20579
2018-06-18-21:55,76122,716,454138,20579
2018-06-18-22:00,47265,175,454138,13403
2018-06-18-22:05,46949,175,454138,13403
2018-06-18-22:10,46949,0,454138,13403
2018-06-18-22:15,40351,0,454138,13403
2018-06-18-22:20,40351,0,454138,13403
2018-06-18-22:25,40351,0,454138,13403
2018-06-18-22:30,38476,0,454138,13403
2018-06-18-22:35,38476,0,454138,13403
2018-06-18-22:40,38476,0,454138,13403
2018-06-18-22:45,38867,0,454138,13403
2018-06-18-22:50,38867,0,454138,13403
2018-06-18-22:55,38867,0,454138,13403
2018-06-18-23:00,47898,0,454138,19271
2018-06-18-23:05,47898,75,454138,19271
2018-06-18-23:10,47898,471,454138,19271
2018-06-18-23:15,54216,510,454138,19271
2018-06-18-23:20,54580,2303,454138,19271
2018-06-18-23:25,55005,3936,454138,19271
2018-06-18-23:30,56735,2315,454138,19271
2018-06-18-23:35,56885,2898,454138,19271
2018-06-18-23:40,57810,4925,454138,19271
2018-06-18-23:45,56191,7051,454138,19271
2018-06-18-23:50,57466,10712,454138,19271
2018-06-18-23:55,57785,11312,454138,19271
2018-06-19-00:00,53396,11736,285834,13596
2018-06-19-00:05,54100,12470,285834,13596
2018-06-19-00:10,54605,13079,285834,13596
2018-06-19-00:15,58032,13286,285834,13596
2018-06-19-00:20,58140,13262,285834,13596
2018-06-19-00:25,58133,13228,285834,13596
2018-06-19-00:30,56733,12733,285834,13596
2018-06-19-00:35,56610,12474,285834,13596
2018-06-19-00:40,56494,12291,285834,13596
2018-06-19-00:45,54209,11992,285834,13596
2018-06-19-00:50,53937,11569,285834,13596
2018-06-19-00:55,51333,7401,285834,13596
2018-06-19-01:00,39285,5819,285834,5229
2018-06-19-01:05,38984,5148,285834,5229
2018-06-19-01:10,38918,4934,285834,5229
2018-06-19-01:15,35921,4679,285834,5229
2018-06-19-01:20,35858,4510,285834,5229
2018-06-19-01:25,35793,4361,285834,5229
2018-06-19-01:30,34052,4301,285834,5229
2018-06-19-01:35,34080,4278,285834,5229
2018-06-19-01:40,34125,4331,285834,5229
2018-06-19-01:45,33758,4370,285834,5229
2018-06-19-01:50,33848,4553,285834,5229
2018-06-19-01:55,34094,4958,285834,5229
2018-06-19-02:00,36187,5509,285834,6058
2018-06-19-02:05,36584,5744,285834,6058
2018-06-19-02:10,36765,5972,285834,6058
2018-06-19-02:15,38267,6212,285834,6058
2018-06-19-02:20,38318,6292,285834,6058
2018-06-19-02:25,38341,6344,285834,6058
2018-06-19-02:30,38581,6370,285834,6058
2018-06-19-02:35,38645,6421,285834,6058
2018-06-19-02:40,38685,6481,285834,6058
2018-06-19-02:45,38078,6483,285834,6058
2018-06-19-02:50,37183,5230,285834,6058
2018-06-19-02:55,37171,5127,285834,6058
2018-06-19-03:00,36130,5270,285834,3588
2018-06-19-03:05,36376,5587,285834,3588
2018-06-19-03:10,36533,5772,285834,3588
2018-06-19-03:15,37184,5859,285834,3588
2018-06-19-03:20,37215,5844,285834,3588
2018-06-19-03:25,37216,5818,285834,3588
2018-06-19-03:30,37192,5793,285834,3588
2018-06-19-03:35,37189,5772,285834,3588
2018-06-19-03:40,37205,5721,285834,3588
2018-06-19-03:45,37107,5730,285834,3588
2018-06-19-03:50,37042,5652,285834,3588
2018-06-19-03:55,35881,3500,285834,3588
2018-06-19-04:00,31730,2533,285834,996
2018-06-19-04:05,31555,2151,285834,996
2018-06-19-04:10,31489,1977,285834,996
2018-06-19-04:15,30283,1846,285834,996
2018-06-19-04:20,30253,1780,285834,996
2018-06-19-04:25,30226,1703,285834,996
2018-06-19-04:30,29829,1622,285834,996
2018-06-19-04:35,29816,1564,285834,996
2018-06-19-04:40,29802,1514,285834,996
2018-06-19-04:45,29448,1472,285834,996
2018-06-19-04:50,29439,1445,285834,996
2018-06-19-04:55,29427,1430,285834,996
2018-06-19-05:00,29164,1388,285834,724
2018-06-19-05:05,29140,1355,285834,724
2018-06-19-05:10,29130,1336,285834,724
2018-06-19-05:15,28790,1302,285834,724
2018-06-19-05:20,28780,1271,285834,724
2018-06-19-05:25,28772,1244,285834,724
2018-06-19-05:30,28620,1228,285834,724
2018-06-19-05:35,28611,1217,285834,724
2018-06-19-05:40,28603,1190,285834,724
2018-06-19-05:45,25177,1158,285834,724
2018-06-19-05:50,25178,1134,285834,724
2018-06-19-05:55,25168,1130,285834,724
2018-06-19-06:00,28018,1113,285834,1318
2018-06-19-06:05,27997,1089,285834,1318
2018-06-19-06:10,27986,1071,285834,1318
2018-06-19-06:15,27242,1049,285834,1318
2018-06-19-06:20,27218,1043,285834,1318
2018-06-19-06:25,27218,1035,285834,1318
2018-06-19-06:30,26703,1013,285834,1318
2018-06-19-06:35,26696,987,285834,1318
2018-06-19-06:40,26704,969,285834,1318
2018-06-19-06:45,26324,948,285834,1318
2018-06-19-06:50,26319,944,285834,1318
2018-06-19-06:55,26323,924,285834,1318
2018-06-19-07:00,25993,906,285834,2080
2018-06-19-07:05,25987,900,285834,2080
2018-06-19-07:10,25989,888,285834,2080
2018-06-19-07:15,25603,865,285834,2080
2018-06-19-07:20,25586,846,285834,2080
2018-06-19-07:25,25572,823,285834,2080
2018-06-19-07:30,24438,786,285834,2080
2018-06-19-07:35,24432,759,285834,2080
2018-06-19-07:40,24437,759,285834,2080
2018-06-19-07:45,23977,748,285834,2080
2018-06-19-07:50,23988,730,285834,2080
2018-06-19-07:55,23987,727,285834,2080
2018-06-19-08:00,22937,725,285834,2374
2018-06-19-08:05,22934,704,285834,2374
2018-06-19-08:10,22939,692,285834,2374
2018-06-19-08:15,21744,677,285834,2374
2018-06-19-08:20,21721,647,285834,2374
2018-06-19-08:25,21716,650,285834,2374
2018-06-19-08:30,20550,635,285834,2374
2018-06-19-08:35,20528,604,285834,2374
2018-06-19-08:40,20517,594,285834,2374
2018-06-19-08:45,19252,578,285834,2374
2018-06-19-08:50,19236,577,285834,2374
2018-06-19-08:55,19228,588,285834,2374
2018-06-19-09:00,18370,578,285834,2627
2018-06-19-09:05,18375,583,285834,2627
2018-06-19-09:10,18378,574,285834,2627
2018-06-19-09:15,17833,577,285834,2627
2018-06-19-09:20,17837,599,285834,2627
2018-06-19-09:25,17836,594,285834,2627
2018-06-19-09:30,17213,597,285834,2627
2018-06-19-09:35,17236,589,285834,2627
2018-06-19-09:40,17244,598,285834,2627
2018-06-19-09:45,17307,611,285834,2627
2018-06-19-09:50,17316,627,285834,2627
2018-06-19-09:55,17324,620,285834,2627
2018-06-19-10:00,17263,628,285834,2662
2018-06-19-10:05,17264,633,285834,2662
2018-06-19-10:10,17275,646,285834,2662
2018-06-19-10:15,17419,651,285834,2662
2018-06-19-10:20,17414,651,285834,2662
2018-06-19-10:25,17419,655,285834,2662
2018-06-19-10:30,16416,631,285834,2662
2018-06-19-10:35,16401,625,285834,2662
2018-06-19-10:40,16393,618,285834,2662
2018-06-19-10:45,16257,630,285834,2662
2018-06-19-10:50,16265,640,285834,2662
2018-06-19-10:55,16282,648,285834,2662
2018-06-19-11:00,16003,678,285834,2935
2018-06-19-11:05,16008,690,285834,2935
2018-06-19-11:10,16018,703,285834,2935
2018-06-19-11:15,15874,707,285834,2935
2018-06-19-11:20,15892,713,285834,2935
2018-06-19-11:25,15912,728,285834,2935
2018-06-19-11:30,15044,727,285834,2935
2018-06-19-11:35,14921,632,285834,2935
2018-06-19-11:40,14862,565,285834,2935
2018-06-19-11:45,13108,552,285834,2935
2018-06-19-11:50,13093,552,285834,2935
2018-06-19-11:55,13101,532,285834,2935
2018-06-19-12:00,11657,529,285834,4067
2018-06-19-12:05,11667,527,285834,4067
2018-06-19-12:10,11682,542,285834,4067
2018-06-19-12:15,11025,553,285834,4067
2018-06-19-12:20,11026,570,285834,4067
2018-06-19-12:25,11014,571,285834,4067
2018-06-19-12:30,10803,558,285834,4067
2018-06-19-12:35,10809,547,285834,4067
2018-06-19-12:40,10801,550,285834,4067
