Date,Hami_Video
2018-06-20-06:25,974
2018-06-20-06:30,959
2018-06-20-06:35,950
2018-06-20-06:40,937
2018-06-20-06:45,926
2018-06-20-06:50,909
2018-06-20-06:55,913
2018-06-20-07:00,894
2018-06-20-07:05,868
2018-06-20-07:10,860
2018-06-20-07:15,848
2018-06-20-07:20,803
2018-06-20-07:25,777
2018-06-20-07:30,759
2018-06-20-07:35,733
2018-06-20-07:40,727
2018-06-20-07:45,716
2018-06-20-07:50,702
2018-06-20-07:55,687
2018-06-20-08:00,663
2018-06-20-08:05,654
2018-06-20-08:10,654
2018-06-20-08:15,653
2018-06-20-08:20,646
2018-06-20-08:25,647
2018-06-20-08:30,639
2018-06-20-08:35,642
2018-06-20-08:40,621
2018-06-20-08:45,607
2018-06-20-08:50,605
2018-06-20-08:55,594
2018-06-20-09:00,598
2018-06-20-09:05,601
2018-06-20-09:10,582
2018-06-20-09:15,583
2018-06-20-09:20,587
2018-06-20-09:25,598
2018-06-20-09:30,595
2018-06-20-09:35,614
2018-06-20-09:40,610
2018-06-20-09:45,607
2018-06-20-09:50,601
2018-06-20-09:55,601
2018-06-20-10:00,601
2018-06-20-10:05,612
2018-06-20-10:10,615
2018-06-20-10:15,617
2018-06-20-10:20,618
2018-06-20-10:25,624
2018-06-20-10:30,599
2018-06-20-10:35,603
2018-06-20-10:40,610
2018-06-20-10:45,606
2018-06-20-10:50,614
2018-06-20-10:55,620
2018-06-20-11:00,602
2018-06-20-11:05,579
2018-06-20-11:10,569
2018-06-20-11:15,562
2018-06-20-11:20,560
2018-06-20-11:25,553
2018-06-20-11:30,528
2018-06-20-11:35,500
2018-06-20-11:40,487
2018-06-20-11:45,481
2018-06-20-11:50,482
2018-06-20-11:55,487
2018-06-20-12:00,503
2018-06-20-12:05,536
2018-06-20-12:10,549
2018-06-20-12:15,581
2018-06-20-12:20,558
2018-06-20-12:25,539
2018-06-20-12:30,524
2018-06-20-12:35,505
2018-06-20-12:40,514
2018-06-20-12:45,519
2018-06-20-12:50,522
2018-06-20-12:55,507
2018-06-20-13:00,482
2018-06-20-13:05,475
2018-06-20-13:10,467
2018-06-20-13:15,468
2018-06-20-13:20,476
2018-06-20-13:25,487
2018-06-20-13:30,488
2018-06-20-13:35,493
2018-06-20-13:40,501
2018-06-20-13:45,494
2018-06-20-13:50,483
2018-06-20-13:55,479
2018-06-20-14:00,474
2018-06-20-14:05,452
2018-06-20-14:10,443
2018-06-20-14:15,431
2018-06-20-14:20,429
2018-06-20-14:25,437
2018-06-20-14:30,439
2018-06-20-14:35,445
2018-06-20-14:40,447
2018-06-20-14:45,462
2018-06-20-14:50,462
2018-06-20-14:55,457
2018-06-20-15:00,464
2018-06-20-15:05,479
2018-06-20-15:10,480
2018-06-20-15:15,483
2018-06-20-15:20,479
2018-06-20-15:25,486
2018-06-20-15:30,475
2018-06-20-15:35,469
2018-06-20-15:40,480
2018-06-20-15:45,485
2018-06-20-15:50,494
2018-06-20-15:55,501
2018-06-20-16:00,507
2018-06-20-16:05,520
2018-06-20-16:10,529
2018-06-20-16:15,534
2018-06-20-16:20,545
2018-06-20-16:25,553
2018-06-20-16:30,559
2018-06-20-16:35,554
2018-06-20-16:40,519
2018-06-20-16:45,514
2018-06-20-16:50,500
2018-06-20-16:55,512
2018-06-20-17:00,525
2018-06-20-17:05,536
2018-06-20-17:10,550
2018-06-20-17:15,571
2018-06-20-17:20,577
2018-06-20-17:25,574
2018-06-20-17:30,578
2018-06-20-17:35,606
2018-06-20-17:40,633
2018-06-20-17:45,640
2018-06-20-17:50,667
2018-06-20-17:55,696
2018-06-20-18:00,720
2018-06-20-18:05,753
2018-06-20-18:10,772
2018-06-20-18:15,807
2018-06-20-18:20,849
2018-06-20-18:25,895
2018-06-20-18:30,926
2018-06-20-18:35,969
2018-06-20-18:40,1023
2018-06-20-18:45,1065
2018-06-20-18:50,1116
2018-06-20-18:55,1189
2018-06-20-19:00,1275
2018-06-20-19:05,1377
2018-06-20-19:10,1502
2018-06-20-19:15,1664
2018-06-20-19:20,1898
2018-06-20-19:25,2233
2018-06-20-19:30,2691
2018-06-20-19:35,3195
2018-06-20-19:40,3937
2018-06-20-19:45,4801
2018-06-20-19:50,6074
2018-06-20-19:55,8174
2018-06-20-20:00,10967
2018-06-20-20:05,13157
2018-06-20-20:10,14517
2018-06-20-20:15,15526
2018-06-20-20:20,15984
2018-06-20-20:25,16754
2018-06-20-20:30,17377
2018-06-20-20:35,17674
2018-06-20-20:40,18024
2018-06-20-20:45,18229
2018-06-20-20:50,15184
2018-06-20-20:55,15324
2018-06-20-21:00,16267
2018-06-20-21:05,17771
2018-06-20-21:10,18886
2018-06-20-21:15,19625
2018-06-20-21:20,20168
2018-06-20-21:25,20498
2018-06-20-21:30,20739
2018-06-20-21:35,20998
2018-06-20-21:40,21330
2018-06-20-21:45,21690
2018-06-20-21:50,21994
2018-06-20-21:55,14639
2018-06-20-22:00,10993
2018-06-20-22:05,9414
2018-06-20-22:10,8873
2018-06-20-22:15,8390
2018-06-20-22:20,8160
2018-06-20-22:25,7970
2018-06-20-22:30,7925
2018-06-20-22:35,5180
2018-06-20-22:40,5946
2018-06-20-22:45,5946
2018-06-20-22:50,0
2018-06-20-22:55,0
2018-06-20-23:00,0
2018-06-20-23:05,0
2018-06-20-23:10,1053
2018-06-20-23:15,11016
2018-06-20-23:20,13438
2018-06-20-23:25,14244
2018-06-20-23:30,14426
2018-06-20-23:35,14454
2018-06-20-23:40,14538
2018-06-20-23:45,14036
2018-06-20-23:50,11931
2018-06-20-23:55,11762
2018-06-21-00:00,12088
2018-06-21-00:05,12725
2018-06-21-00:10,13075
2018-06-21-00:15,13188
2018-06-21-00:20,13247
2018-06-21-00:25,13227
2018-06-21-00:30,13003
2018-06-21-00:35,12858
2018-06-21-00:40,12844
2018-06-21-00:45,12736
2018-06-21-00:50,11724
2018-06-21-00:55,7769
2018-06-21-01:00,6653
2018-06-21-01:05,6152
2018-06-21-01:10,5868
2018-06-21-01:15,5665
2018-06-21-01:20,5439
2018-06-21-01:25,5247
2018-06-21-01:30,5200
2018-06-21-01:35,5187
2018-06-21-01:40,5302
2018-06-21-01:45,5452
2018-06-21-01:50,5684
2018-06-21-01:55,6240
2018-06-21-02:00,7157
2018-06-21-02:05,7706
2018-06-21-02:10,7987
2018-06-21-02:15,8107
2018-06-21-02:20,8225
2018-06-21-02:25,8312
2018-06-21-02:30,8361
2018-06-21-02:35,8372
2018-06-21-02:40,8410
2018-06-21-02:45,8361
2018-06-21-02:50,6824
2018-06-21-02:55,6725
2018-06-21-03:00,6941
2018-06-21-03:05,7320
2018-06-21-03:10,7576
2018-06-21-03:15,7703
2018-06-21-03:20,7758
2018-06-21-03:25,7783
2018-06-21-03:30,7783
2018-06-21-03:35,7736
2018-06-21-03:40,7697
2018-06-21-03:45,7676
2018-06-21-03:50,7625
2018-06-21-03:55,4483
2018-06-21-04:00,3237
2018-06-21-04:05,2832
2018-06-21-04:10,2617
2018-06-21-04:15,2440
2018-06-21-04:20,2301
2018-06-21-04:25,2212
2018-06-21-04:30,2132
2018-06-21-04:35,2045
2018-06-21-04:40,1963
2018-06-21-04:45,1924
2018-06-21-04:50,1866
2018-06-21-04:55,1839
2018-06-21-05:00,1790
2018-06-21-05:05,1728
2018-06-21-05:10,1682
2018-06-21-05:15,1642
2018-06-21-05:20,1604
2018-06-21-05:25,1587
2018-06-21-05:30,1558
2018-06-21-05:35,1525
2018-06-21-05:40,1489
2018-06-21-05:45,1473
2018-06-21-05:50,1458
2018-06-21-05:55,1447
2018-06-21-06:00,1430
2018-06-21-06:05,1413
2018-06-21-06:10,1363
2018-06-21-06:15,1339
2018-06-21-06:20,1330
2018-06-21-06:25,1314
2018-06-21-06:30,1296
2018-06-21-06:35,1286
2018-06-21-06:40,1276
2018-06-21-06:45,1240
2018-06-21-06:50,1219
2018-06-21-06:55,1209
2018-06-21-07:00,1188
2018-06-21-07:05,1145
2018-06-21-07:10,1120
2018-06-21-07:15,1102
2018-06-21-07:20,1063
2018-06-21-07:25,1051
2018-06-21-07:30,1028
2018-06-21-07:35,995
2018-06-21-07:40,972
2018-06-21-07:45,964
2018-06-21-07:50,943
2018-06-21-07:55,930
2018-06-21-08:00,908
2018-06-21-08:05,876
2018-06-21-08:10,864
2018-06-21-08:15,849
2018-06-21-08:20,841
2018-06-21-08:25,821
2018-06-21-08:30,816
2018-06-21-08:35,787
2018-06-21-08:40,766
2018-06-21-08:45,760
2018-06-21-08:50,757
2018-06-21-08:55,737
2018-06-21-09:00,738
2018-06-21-09:05,723
2018-06-21-09:10,718
2018-06-21-09:15,723
2018-06-21-09:20,743
2018-06-21-09:25,738
2018-06-21-09:30,738
2018-06-21-09:35,749
2018-06-21-09:40,766
2018-06-21-09:45,764
2018-06-21-09:50,765
2018-06-21-09:55,772
2018-06-21-10:00,774
2018-06-21-10:05,754
2018-06-21-10:10,769
2018-06-21-10:15,772
2018-06-21-10:20,777
2018-06-21-10:25,775
2018-06-21-10:30,755
2018-06-21-10:35,735
2018-06-21-10:40,733
2018-06-21-10:45,748
2018-06-21-10:50,771
2018-06-21-10:55,773
2018-06-21-11:00,778
2018-06-21-11:05,720
2018-06-21-11:10,52
2018-06-21-11:15,120
2018-06-21-11:20,296
2018-06-21-11:25,651
2018-06-21-11:30,766
2018-06-21-11:35,650
2018-06-21-11:40,595
2018-06-21-11:45,583
2018-06-21-11:50,571
2018-06-21-11:55,584
2018-06-21-12:00,595
2018-06-21-12:05,605
2018-06-21-12:10,623
2018-06-21-12:15,643
2018-06-21-12:20,624
2018-06-21-12:25,623
2018-06-21-12:30,614
2018-06-21-12:35,623
2018-06-21-12:40,626
2018-06-21-12:45,620
2018-06-21-12:50,607
2018-06-21-12:55,611
2018-06-21-13:00,605
2018-06-21-13:05,598
2018-06-21-13:10,585
2018-06-21-13:15,578
2018-06-21-13:20,220
2018-06-21-13:25,57
2018-06-21-13:30,175
2018-06-21-13:35,162
2018-06-21-13:40,336
2018-06-21-13:45,313
2018-06-21-13:50,521
2018-06-21-13:55,562
2018-06-21-14:00,555
2018-06-21-14:05,547
2018-06-21-14:10,544
2018-06-21-14:15,537
2018-06-21-14:20,552
2018-06-21-14:25,545
2018-06-21-14:30,364
2018-06-21-14:35,466
2018-06-21-14:40,553
2018-06-21-14:45,559
2018-06-21-14:50,562
2018-06-21-14:55,633
2018-06-21-15:00,563
2018-06-21-15:05,564
2018-06-21-15:10,550
2018-06-21-15:15,585
2018-06-21-15:20,554
2018-06-21-15:25,549
2018-06-21-15:30,533
2018-06-21-15:35,567
2018-06-21-15:40,530
2018-06-21-15:45,535
2018-06-21-15:50,552
2018-06-21-15:55,553
2018-06-21-16:00,557
2018-06-21-16:05,626
2018-06-21-16:10,559
2018-06-21-16:15,554
2018-06-21-16:20,630
2018-06-21-16:25,575
2018-06-21-16:30,620
2018-06-21-16:35,566
2018-06-21-16:40,563
2018-06-21-16:45,561
2018-06-21-16:50,563
2018-06-21-16:55,588
2018-06-21-17:00,590
2018-06-21-17:05,608
2018-06-21-17:10,620
2018-06-21-17:15,649
2018-06-21-17:20,691
2018-06-21-17:25,668
2018-06-21-17:30,681
2018-06-21-17:35,759
2018-06-21-17:40,771
2018-06-21-17:45,786
2018-06-21-17:50,885
2018-06-21-17:55,906
2018-06-21-18:00,813
2018-06-21-18:05,829
2018-06-21-18:10,848
2018-06-21-18:15,1041
2018-06-21-18:20,958
2018-06-21-18:25,986
2018-06-21-18:30,1004
2018-06-21-18:35,1027
2018-06-21-18:40,1058
2018-06-21-18:45,1101
2018-06-21-18:50,1144
2018-06-21-18:55,1336
2018-06-21-19:00,1297
2018-06-21-19:05,1344
2018-06-21-19:10,1423
2018-06-21-19:15,1770
2018-06-21-19:20,1725
2018-06-21-19:25,2088
2018-06-21-19:30,2378
2018-06-21-19:35,2775
2018-06-21-19:40,3347
2018-06-21-19:45,4054
2018-06-21-19:50,4882
2018-06-21-19:55,6486
2018-06-21-20:00,8812
2018-06-21-20:05,10539
2018-06-21-20:10,11610
2018-06-21-20:15,12524
2018-06-21-20:20,13114
2018-06-21-20:25,13545
2018-06-21-20:30,14070
2018-06-21-20:35,14641
2018-06-21-20:40,15036
2018-06-21-20:45,14761
2018-06-21-20:50,12735
2018-06-21-20:55,13171
2018-06-21-21:00,13801
2018-06-21-21:05,15165
2018-06-21-21:10,15874
2018-06-21-21:15,16698
2018-06-21-21:20,17010
2018-06-21-21:25,17267
2018-06-21-21:30,17732
2018-06-21-21:35,18053
2018-06-21-21:40,18414
2018-06-21-21:45,18716
2018-06-21-21:50,15868
2018-06-21-21:55,11375
2018-06-21-22:00,9902
2018-06-21-22:05,9173
2018-06-21-22:10,9083
2018-06-21-22:15,8667
2018-06-21-22:20,8529
2018-06-21-22:25,8495
2018-06-21-22:30,8667
2018-06-21-22:35,8951
2018-06-21-22:40,9054
2018-06-21-22:45,9540
2018-06-21-22:50,10363
2018-06-21-22:55,11782
2018-06-21-23:00,14153
2018-06-21-23:05,15951
2018-06-21-23:10,17121
2018-06-21-23:15,18016
2018-06-21-23:20,18515
2018-06-21-23:25,18853
2018-06-21-23:30,19128
2018-06-21-23:35,19488
2018-06-21-23:40,19633
2018-06-21-23:45,19025
2018-06-21-23:50,15900
2018-06-21-23:55,15895
2018-06-22-00:00,16306
2018-06-22-00:05,17360
2018-06-22-00:10,18040
2018-06-22-00:15,18236
2018-06-22-00:20,18343
2018-06-22-00:25,18305
2018-06-22-00:30,18342
2018-06-22-00:35,18358
2018-06-22-00:40,18263
2018-06-22-00:45,18397
2018-06-22-00:50,18115
2018-06-22-00:55,11651
2018-06-22-01:00,9312
2018-06-22-01:05,8217
2018-06-22-01:10,7690
2018-06-22-01:15,7470
2018-06-22-01:20,7130
2018-06-22-01:25,6890
2018-06-22-01:30,6897
2018-06-22-01:35,7007
2018-06-22-01:40,7126
2018-06-22-01:45,7355
2018-06-22-01:50,7827
2018-06-22-01:55,8765
2018-06-22-02:00,10046
2018-06-22-02:05,10933
2018-06-22-02:10,11774
2018-06-22-02:15,11665
2018-06-22-02:20,11828
2018-06-22-02:25,11866
2018-06-22-02:30,11926
2018-06-22-02:35,11957
2018-06-22-02:40,11925
2018-06-22-02:45,11427
2018-06-22-02:50,9741
2018-06-22-02:55,9598
2018-06-22-03:00,9944
2018-06-22-03:05,10621
2018-06-22-03:10,10914
2018-06-22-03:15,10839
2018-06-22-03:20,10875
2018-06-22-03:25,10932
2018-06-22-03:30,10916
2018-06-22-03:35,10926
2018-06-22-03:40,10325
2018-06-22-03:45,10075
2018-06-22-03:50,8919
2018-06-22-03:55,5678
2018-06-22-04:00,4652
2018-06-22-04:05,3671
2018-06-22-04:10,3264
2018-06-22-04:15,3082
2018-06-22-04:20,2817
2018-06-22-04:25,2661
2018-06-22-04:30,2578
2018-06-22-04:35,2505
2018-06-22-04:40,2398
2018-06-22-04:45,2269
2018-06-22-04:50,2254
2018-06-22-04:55,2233
2018-06-22-05:00,2138
2018-06-22-05:05,2073
2018-06-22-05:10,2049
2018-06-22-05:15,2036
2018-06-22-05:20,1996
2018-06-22-05:25,1945
2018-06-22-05:30,1947
2018-06-22-05:35,1919
2018-06-22-05:40,1823
2018-06-22-05:45,1791
2018-06-22-05:50,1804
2018-06-22-05:55,1792
2018-06-22-06:00,1738
2018-06-22-06:05,1720
2018-06-22-06:10,1657
2018-06-22-06:15,1632
2018-06-22-06:20,1621
2018-06-22-06:25,1647
2018-06-22-06:30,1627
2018-06-22-06:35,1632
2018-06-22-06:40,1544
2018-06-22-06:45,1511
2018-06-22-06:50,1489
2018-06-22-06:55,1543
2018-06-22-07:00,1466
2018-06-22-07:05,1416
2018-06-22-07:10,1384
2018-06-22-07:15,1319
2018-06-22-07:20,1329
2018-06-22-07:25,1290
2018-06-22-07:30,1247
2018-06-22-07:35,1259
2018-06-22-07:40,1159
2018-06-22-07:45,1208
2018-06-22-07:50,1264
2018-06-22-07:55,1179
2018-06-22-08:00,1116
2018-06-22-08:05,1084
2018-06-22-08:10,1056
2018-06-22-08:15,1009
2018-06-22-08:20,995
2018-06-22-08:25,993
2018-06-22-08:30,1094
2018-06-22-08:35,1019
2018-06-22-08:40,1049
2018-06-22-08:45,965
2018-06-22-08:50,962
2018-06-22-08:55,1055
2018-06-22-09:00,880
2018-06-22-09:05,942
2018-06-22-09:10,863
2018-06-22-09:15,1003
2018-06-22-09:20,927
2018-06-22-09:25,936
2018-06-22-09:30,937
2018-06-22-09:35,889
2018-06-22-09:40,987
2018-06-22-09:45,924
2018-06-22-09:50,1002
2018-06-22-09:55,1063
2018-06-22-10:00,920
2018-06-22-10:05,967
2018-06-22-10:10,1035
2018-06-22-10:15,958
2018-06-22-10:20,953
2018-06-22-10:25,1022
2018-06-22-10:30,922
2018-06-22-10:35,986
2018-06-22-10:40,913
2018-06-22-10:45,917
2018-06-22-10:50,943
2018-06-22-10:55,1068
2018-06-22-11:00,937
2018-06-22-11:05,944
2018-06-22-11:10,996
2018-06-22-11:15,939
2018-06-22-11:20,939
2018-06-22-11:25,0
2018-06-22-11:30,0
2018-06-22-11:35,0
2018-06-22-11:40,0
2018-06-22-11:45,0
2018-06-22-11:50,0
2018-06-22-11:55,0
2018-06-22-12:00,0
2018-06-22-12:05,0
2018-06-22-12:10,0
2018-06-22-12:15,0
2018-06-22-12:20,0
2018-06-22-12:25,0
2018-06-22-12:30,0
2018-06-22-12:35,0
2018-06-22-12:40,0
2018-06-22-12:45,0
2018-06-22-12:50,0
2018-06-22-12:55,0
2018-06-22-13:00,0
2018-06-22-13:05,0
2018-06-22-13:10,0
2018-06-22-13:15,0
2018-06-22-13:20,0
2018-06-22-13:25,0
2018-06-22-13:30,0
2018-06-22-13:35,0
2018-06-22-13:40,0
2018-06-22-13:45,0
2018-06-22-13:50,0
2018-06-22-13:55,0
2018-06-22-14:00,0
2018-06-22-14:05,0
2018-06-22-14:10,0
2018-06-22-14:15,0
2018-06-22-14:20,0
2018-06-22-14:25,0
2018-06-22-14:30,0
2018-06-22-14:35,0
2018-06-22-14:40,0
2018-06-22-14:45,0
2018-06-22-14:50,0
2018-06-22-14:55,0
2018-06-22-15:00,0
2018-06-22-15:05,0
2018-06-22-15:10,0
2018-06-22-15:15,0
2018-06-22-15:20,0
2018-06-22-15:25,0
2018-06-22-15:30,0
2018-06-22-15:35,0
2018-06-22-15:40,0
2018-06-22-15:45,0
2018-06-22-15:50,0
2018-06-22-15:55,0
2018-06-22-16:00,0
2018-06-22-16:05,0
2018-06-22-16:10,0
2018-06-22-16:15,0
2018-06-22-16:20,0
2018-06-22-16:25,0
2018-06-22-16:30,0
2018-06-22-16:35,0
2018-06-22-16:40,0
2018-06-22-16:45,0
2018-06-22-16:50,0
2018-06-22-16:55,0
2018-06-22-17:00,0
2018-06-22-17:05,0
2018-06-22-17:10,0
2018-06-22-17:15,0
2018-06-22-17:20,0
2018-06-22-17:25,0
2018-06-22-17:30,0
2018-06-22-17:35,0
2018-06-22-17:40,0
2018-06-22-17:45,0
2018-06-22-17:50,0
2018-06-22-17:55,0
2018-06-22-18:00,0
2018-06-22-18:05,0
2018-06-22-18:10,0
2018-06-22-18:15,0
2018-06-22-18:20,0
2018-06-22-18:25,0
2018-06-22-18:30,0
2018-06-22-18:35,0
2018-06-22-18:40,0
2018-06-22-18:45,0
2018-06-22-18:50,0
2018-06-22-18:55,0
2018-06-22-19:00,0
2018-06-22-19:05,0
2018-06-22-19:10,0
2018-06-22-19:15,0
2018-06-22-19:20,0
2018-06-22-19:25,0
2018-06-22-19:30,0
2018-06-22-19:35,0
2018-06-22-19:40,0
2018-06-22-19:45,0
2018-06-22-19:50,0
2018-06-22-19:55,0
2018-06-22-20:00,0
2018-06-22-20:05,0
2018-06-22-20:10,0
2018-06-22-20:15,0
2018-06-22-20:20,0
2018-06-22-20:25,0
2018-06-22-20:30,0
2018-06-22-20:35,0
2018-06-22-20:40,0
2018-06-22-20:45,0
2018-06-22-20:50,0
2018-06-22-20:55,0
2018-06-22-21:00,0
2018-06-22-21:05,0
2018-06-22-21:10,0
2018-06-22-21:15,0
2018-06-22-21:20,0
2018-06-22-21:25,0
2018-06-22-21:30,0
2018-06-22-21:35,0
2018-06-22-21:40,0
2018-06-22-21:45,0
2018-06-22-21:50,0
2018-06-22-21:55,0
2018-06-22-22:00,0
2018-06-22-22:05,0
2018-06-22-22:10,0
2018-06-22-22:15,0
2018-06-22-22:20,0
2018-06-22-22:25,0
2018-06-22-22:30,0
2018-06-22-22:35,0
2018-06-22-22:40,0
2018-06-22-22:45,0
2018-06-22-22:50,0
2018-06-22-22:55,0
2018-06-22-23:00,0
2018-06-22-23:05,0
2018-06-22-23:10,0
2018-06-22-23:15,0
2018-06-22-23:20,0
2018-06-22-23:25,0
2018-06-22-23:30,0
2018-06-22-23:35,0
2018-06-22-23:40,0
2018-06-22-23:45,0
2018-06-22-23:50,0
2018-06-22-23:55,0
2018-06-23-00:00,0
2018-06-23-00:05,0
2018-06-23-00:10,0
2018-06-23-00:15,0
2018-06-23-00:20,0
2018-06-23-00:25,0
2018-06-23-00:30,0
2018-06-23-00:35,0
2018-06-23-00:40,0
2018-06-23-00:45,0
2018-06-23-00:50,0
2018-06-23-00:55,0
2018-06-23-01:00,0
2018-06-23-01:05,0
2018-06-23-01:10,0
2018-06-23-01:15,0
2018-06-23-01:20,0
2018-06-23-01:25,0
2018-06-23-01:30,0
2018-06-23-01:35,0
2018-06-23-01:40,0
2018-06-23-01:45,0
2018-06-23-01:50,0
2018-06-23-01:55,0
2018-06-23-02:00,0
2018-06-23-02:05,0
2018-06-23-02:10,0
2018-06-23-02:15,0
2018-06-23-02:20,0
2018-06-23-02:25,0
2018-06-23-02:30,0
2018-06-23-02:35,0
2018-06-23-02:40,0
2018-06-23-02:45,0
2018-06-23-02:50,0
2018-06-23-02:55,0
2018-06-23-03:00,0
2018-06-23-03:05,0
2018-06-23-03:10,0
2018-06-23-03:15,0
2018-06-23-03:20,0
2018-06-23-03:25,0
2018-06-23-03:30,0
2018-06-23-03:35,0
2018-06-23-03:40,0
2018-06-23-03:45,0
2018-06-23-03:50,0
2018-06-23-03:55,0
2018-06-23-04:00,0
2018-06-23-04:05,0
2018-06-23-04:10,0
2018-06-23-04:15,0
2018-06-23-04:20,0
2018-06-23-04:25,0
2018-06-23-04:30,0
2018-06-23-04:35,0
2018-06-23-04:40,0
2018-06-23-04:45,0
2018-06-23-04:50,0
2018-06-23-04:55,0
2018-06-23-05:00,0
2018-06-23-05:05,0
2018-06-23-05:10,0
2018-06-23-05:15,0
2018-06-23-05:20,0
2018-06-23-05:25,0
2018-06-23-05:30,0
2018-06-23-05:35,0
2018-06-23-05:40,0
2018-06-23-05:45,0
2018-06-23-05:50,0
2018-06-23-05:55,0
2018-06-23-06:00,0
2018-06-23-06:05,0
2018-06-23-06:10,0
2018-06-23-06:15,0
2018-06-23-06:20,0
2018-06-23-06:25,0
2018-06-23-06:30,0
2018-06-23-06:35,0
2018-06-23-06:40,0
2018-06-23-06:45,0
2018-06-23-06:50,0
2018-06-23-06:55,0
2018-06-23-07:00,0
2018-06-23-07:05,0
2018-06-23-07:10,0
2018-06-23-07:15,0
2018-06-23-07:20,0
2018-06-23-07:25,0
2018-06-23-07:30,0
2018-06-23-07:35,0
2018-06-23-07:40,0
2018-06-23-07:45,0
2018-06-23-07:50,0
2018-06-23-07:55,0
2018-06-23-08:00,0
2018-06-23-08:05,0
2018-06-23-08:10,0
2018-06-23-08:15,0
2018-06-23-08:20,0
2018-06-23-08:25,0
2018-06-23-08:30,0
2018-06-23-08:35,0
2018-06-23-08:40,0
2018-06-23-08:45,0
2018-06-23-08:50,0
2018-06-23-08:55,0
2018-06-23-09:00,0
2018-06-23-09:05,0
2018-06-23-09:10,0
2018-06-23-09:15,0
2018-06-23-09:20,0
2018-06-23-09:25,0
2018-06-23-09:30,0
2018-06-23-09:35,0
2018-06-23-09:40,0
2018-06-23-09:45,0
2018-06-23-09:50,0
2018-06-23-09:55,0
2018-06-23-10:00,0
2018-06-23-10:05,0
2018-06-23-10:10,0
2018-06-23-10:15,0
2018-06-23-10:20,0
2018-06-23-10:25,0
2018-06-23-10:30,0
2018-06-23-10:35,0
2018-06-23-10:40,0
2018-06-23-10:45,0
2018-06-23-10:50,0
2018-06-23-10:55,0
2018-06-23-11:00,0
2018-06-23-11:05,0
2018-06-23-11:10,0
2018-06-23-11:15,0
2018-06-23-11:20,0
2018-06-23-11:25,0
2018-06-23-11:30,0
2018-06-23-11:35,0
2018-06-23-11:40,0
2018-06-23-11:45,0
2018-06-23-11:50,0
2018-06-23-11:55,0
2018-06-23-12:00,0
2018-06-23-12:05,0
2018-06-23-12:10,0
2018-06-23-12:15,0
2018-06-23-12:20,0
2018-06-23-12:25,0
2018-06-23-12:30,0
2018-06-23-12:35,0
2018-06-23-12:40,0
2018-06-23-12:45,0
2018-06-23-12:50,0
2018-06-23-12:55,0
2018-06-23-13:00,0
2018-06-23-13:05,0
2018-06-23-13:10,0
2018-06-23-13:15,0
2018-06-23-13:20,0
2018-06-23-13:25,0
2018-06-23-13:30,0
2018-06-23-13:35,0
2018-06-23-13:40,0
2018-06-23-13:45,0
2018-06-23-13:50,0
2018-06-23-13:55,0
2018-06-23-14:00,0
2018-06-23-14:05,0
2018-06-23-14:10,0
2018-06-23-14:15,0
2018-06-23-14:20,0
2018-06-23-14:25,0
2018-06-23-14:30,0
2018-06-23-14:35,0
2018-06-23-14:40,0
2018-06-23-14:45,0
2018-06-23-14:50,0
2018-06-23-14:55,0
2018-06-23-15:00,0
2018-06-23-15:05,0
2018-06-23-15:10,0
2018-06-23-15:15,0
2018-06-23-15:20,0
2018-06-23-15:25,0
2018-06-23-15:30,0
2018-06-23-15:35,0
2018-06-23-15:40,0
2018-06-23-15:45,0
2018-06-23-15:50,0
2018-06-23-15:55,0
2018-06-23-16:00,0
2018-06-23-16:05,0
2018-06-23-16:10,0
2018-06-23-16:15,0
2018-06-23-16:20,0
2018-06-23-16:25,0
2018-06-23-16:30,0
2018-06-23-16:35,0
2018-06-23-16:40,0
2018-06-23-16:45,0
2018-06-23-16:50,0
2018-06-23-16:55,0
2018-06-23-17:00,0
2018-06-23-17:05,0
2018-06-23-17:10,0
2018-06-23-17:15,0
2018-06-23-17:20,0
2018-06-23-17:25,0
2018-06-23-17:30,0
2018-06-23-17:35,0
2018-06-23-17:40,0
2018-06-23-17:45,0
2018-06-23-17:50,0
2018-06-23-17:55,0
2018-06-23-18:00,0
2018-06-23-18:05,0
2018-06-23-18:10,0
2018-06-23-18:15,0
2018-06-23-18:20,0
2018-06-23-18:25,0
2018-06-23-18:30,0
2018-06-23-18:35,0
2018-06-23-18:40,0
2018-06-23-18:45,0
2018-06-23-18:50,0
2018-06-23-18:55,0
2018-06-23-19:00,0
2018-06-23-19:05,0
2018-06-23-19:10,0
2018-06-23-19:15,0
2018-06-23-19:20,0
2018-06-23-19:25,0
2018-06-23-19:30,0
2018-06-23-19:35,0
2018-06-23-19:40,0
2018-06-23-19:45,0
2018-06-23-19:50,0
2018-06-23-19:55,0
2018-06-23-20:00,0
2018-06-23-20:05,0
2018-06-23-20:10,0
2018-06-23-20:15,0
2018-06-23-20:20,0
2018-06-23-20:25,0
2018-06-23-20:30,0
2018-06-23-20:35,0
2018-06-23-20:40,0
2018-06-23-20:45,0
2018-06-23-20:50,0
2018-06-23-20:55,0
2018-06-23-21:00,0
2018-06-23-21:05,0
2018-06-23-21:10,0
2018-06-23-21:15,0
2018-06-23-21:20,0
2018-06-23-21:25,0
2018-06-23-21:30,0
2018-06-23-21:35,0
2018-06-23-21:40,0
2018-06-23-21:45,0
2018-06-23-21:50,0
