Date,MOD
2018-06-19-22:30,40469
2018-06-19-22:35,40566
2018-06-19-22:40,40666
2018-06-19-22:45,40628
2018-06-19-22:50,40739
2018-06-19-22:55,41178
2018-06-19-23:00,52420
2018-06-19-23:05,53157
2018-06-19-23:10,53584
2018-06-19-23:15,58371
2018-06-19-23:20,58588
2018-06-19-23:25,58753
2018-06-19-23:30,59708
2018-06-19-23:35,59736
2018-06-19-23:40,59896
2018-06-19-23:45,57066
2018-06-19-23:50,55625
2018-06-19-23:55,55099
2018-06-20-00:00,52580
2018-06-20-00:05,53031
2018-06-20-00:10,53468
2018-06-20-00:15,55450
2018-06-20-00:20,55703
2018-06-20-00:25,55679
2018-06-20-00:30,54386
2018-06-20-00:35,54358
2018-06-20-00:40,54258
2018-06-20-00:45,53059
2018-06-20-00:50,53265
2018-06-20-00:55,51354
2018-06-20-01:00,38641
2018-06-20-01:05,38250
2018-06-20-01:10,38132
2018-06-20-01:15,35236
2018-06-20-01:20,35120
2018-06-20-01:25,35071
2018-06-20-01:30,33870
2018-06-20-01:35,33892
2018-06-20-01:40,33964
2018-06-20-01:45,33725
2018-06-20-01:50,33774
2018-06-20-01:55,33944
2018-06-20-02:00,36329
2018-06-20-02:05,36615
2018-06-20-02:10,36789
2018-06-20-02:15,37444
2018-06-20-02:20,37507
2018-06-20-02:25,37552
2018-06-20-02:30,37441
2018-06-20-02:35,37439
2018-06-20-02:40,37492
2018-06-20-02:45,35720
2018-06-20-02:50,35421
2018-06-20-02:55,35417
2018-06-20-03:00,35817
2018-06-20-03:05,35976
2018-06-20-03:10,36049
2018-06-20-03:15,35940
2018-06-20-03:20,35873
2018-06-20-03:25,35848
2018-06-20-03:30,35760
2018-06-20-03:35,35754
2018-06-20-03:40,35735
2018-06-20-03:45,34596
2018-06-20-03:50,34150
2018-06-20-03:55,33661
2018-06-20-04:00,31091
2018-06-20-04:05,31011
2018-06-20-04:10,30984
2018-06-20-04:15,30461
2018-06-20-04:20,30438
2018-06-20-04:25,30414
2018-06-20-04:30,30079
2018-06-20-04:35,30064
2018-06-20-04:40,30056
2018-06-20-04:45,29877
2018-06-20-04:50,29865
2018-06-20-04:55,29846
2018-06-20-05:00,29480
2018-06-20-05:05,29461
2018-06-20-05:10,29440
2018-06-20-05:15,29180
2018-06-20-05:20,29176
2018-06-20-05:25,29171
2018-06-20-05:30,29037
2018-06-20-05:35,29030
2018-06-20-05:40,29022
2018-06-20-05:45,20622
2018-06-20-05:50,20620
2018-06-20-05:55,20610
2018-06-20-06:00,28537
2018-06-20-06:05,28525
2018-06-20-06:10,28509
2018-06-20-06:15,27846
2018-06-20-06:20,27840
2018-06-20-06:25,27826
2018-06-20-06:30,27208
2018-06-20-06:35,27195
2018-06-20-06:40,27199
2018-06-20-06:45,26823
2018-06-20-06:50,26805
2018-06-20-06:55,26797
2018-06-20-07:00,26555
2018-06-20-07:05,26543
2018-06-20-07:10,26546
2018-06-20-07:15,26011
2018-06-20-07:20,26008
2018-06-20-07:25,25993
2018-06-20-07:30,24950
2018-06-20-07:35,24937
2018-06-20-07:40,24934
2018-06-20-07:45,24457
2018-06-20-07:50,24459
2018-06-20-07:55,24468
2018-06-20-08:00,23290
2018-06-20-08:05,23288
2018-06-20-08:10,23284
2018-06-20-08:15,22274
2018-06-20-08:20,22277
2018-06-20-08:25,22287
2018-06-20-08:30,21425
2018-06-20-08:35,21402
2018-06-20-08:40,21380
2018-06-20-08:45,19951
2018-06-20-08:50,19944
2018-06-20-08:55,19947
2018-06-20-09:00,19087
2018-06-20-09:05,19091
2018-06-20-09:10,19111
2018-06-20-09:15,18386
2018-06-20-09:20,18379
2018-06-20-09:25,18384
2018-06-20-09:30,17584
2018-06-20-09:35,17595
2018-06-20-09:40,17612
2018-06-20-09:45,17683
2018-06-20-09:50,17706
2018-06-20-09:55,17716
2018-06-20-10:00,17493
2018-06-20-10:05,17503
2018-06-20-10:10,17515
2018-06-20-10:15,17341
2018-06-20-10:20,17346
2018-06-20-10:25,17327
2018-06-20-10:30,16548
2018-06-20-10:35,16556
2018-06-20-10:40,16576
2018-06-20-10:45,16569
2018-06-20-10:50,16572
2018-06-20-10:55,16578
2018-06-20-11:00,15742
2018-06-20-11:05,15719
2018-06-20-11:10,15715
2018-06-20-11:15,15047
2018-06-20-11:20,15037
2018-06-20-11:25,20864
2018-06-20-11:30,19449
2018-06-20-11:35,19397
2018-06-20-11:40,18570
2018-06-20-11:45,17937
2018-06-20-11:50,17937
2018-06-20-11:55,17703
2018-06-20-12:00,16616
2018-06-20-12:05,16620
2018-06-20-12:10,16263
2018-06-20-12:15,15865
2018-06-20-12:20,15840
2018-06-20-12:25,15714
2018-06-20-12:30,15432
2018-06-20-12:35,15426
2018-06-20-12:40,15398
2018-06-20-12:45,15384
2018-06-20-12:50,15375
2018-06-20-12:55,15286
2018-06-20-13:00,14615
2018-06-20-13:05,14617
2018-06-20-13:10,14351
2018-06-20-13:15,14323
2018-06-20-13:20,14321
2018-06-20-13:25,14491
2018-06-20-13:30,14724
2018-06-20-13:35,14718
2018-06-20-13:40,14789
2018-06-20-13:45,14527
2018-06-20-13:50,14524
2018-06-20-13:55,14472
2018-06-20-14:00,14056
2018-06-20-14:05,14041
2018-06-20-14:10,13590
2018-06-20-14:15,13109
2018-06-20-14:20,13106
2018-06-20-14:25,13054
2018-06-20-14:30,12876
2018-06-20-14:35,12882
2018-06-20-14:40,12870
2018-06-20-14:45,13533
2018-06-20-14:50,13528
2018-06-20-14:55,13666
2018-06-20-15:00,13128
2018-06-20-15:05,13132
2018-06-20-15:10,13129
2018-06-20-15:15,13114
2018-06-20-15:20,13116
2018-06-20-15:25,13091
2018-06-20-15:30,12937
2018-06-20-15:35,12932
2018-06-20-15:40,12870
2018-06-20-15:45,13139
2018-06-20-15:50,13143
2018-06-20-15:55,13465
2018-06-20-16:00,13836
2018-06-20-16:05,13867
2018-06-20-16:10,13912
2018-06-20-16:15,14009
2018-06-20-16:20,14015
2018-06-20-16:25,14204
2018-06-20-16:30,14301
2018-06-20-16:35,14287
2018-06-20-16:40,13844
2018-06-20-16:45,13510
2018-06-20-16:50,13510
2018-06-20-16:55,13665
2018-06-20-17:00,13848
2018-06-20-17:05,13857
2018-06-20-17:10,14062
2018-06-20-17:15,14704
2018-06-20-17:20,14718
2018-06-20-17:25,15164
2018-06-20-17:30,15833
2018-06-20-17:35,15840
2018-06-20-17:40,16184
2018-06-20-17:45,13335
2018-06-20-17:50,13344
2018-06-20-17:55,13348
2018-06-20-18:00,16354
2018-06-20-18:05,16376
2018-06-20-18:10,16393
2018-06-20-18:15,18524
2018-06-20-18:20,18541
2018-06-20-18:25,18570
2018-06-20-18:30,19599
2018-06-20-18:35,19605
2018-06-20-18:40,19617
2018-06-20-18:45,20267
2018-06-20-18:50,20298
2018-06-20-18:55,20319
2018-06-20-19:00,19003
2018-06-20-19:05,19019
2018-06-20-19:10,19050
2018-06-20-19:15,19617
2018-06-20-19:20,19677
2018-06-20-19:25,19798
2018-06-20-19:30,23827
2018-06-20-19:35,24018
2018-06-20-19:40,24276
2018-06-20-19:45,31705
2018-06-20-19:50,32165
2018-06-20-19:55,33085
2018-06-20-20:00,99397
2018-06-20-20:05,100942
2018-06-20-20:10,101693
2018-06-20-20:15,117608
2018-06-20-20:20,117922
2018-06-20-20:25,118256
2018-06-20-20:30,127355
2018-06-20-20:35,127511
2018-06-20-20:40,127602
2018-06-20-20:45,124789
2018-06-20-20:50,122298
2018-06-20-20:55,122230
2018-06-20-21:00,127260
2018-06-20-21:05,128361
2018-06-20-21:10,129177
2018-06-20-21:15,142535
2018-06-20-21:20,142798
2018-06-20-21:25,142957
2018-06-20-21:30,149355
2018-06-20-21:35,149621
2018-06-20-21:40,149876
2018-06-20-21:45,153670
2018-06-20-21:50,153860
2018-06-20-21:55,148508
2018-06-20-22:00,103817
2018-06-20-22:05,72069
2018-06-20-22:10,71820
2018-06-20-22:15,60708
2018-06-20-22:20,60624
2018-06-20-22:25,60562
2018-06-20-22:30,56918
2018-06-20-22:35,56184
2018-06-20-22:40,55190
2018-06-20-22:45,54953
2018-06-20-22:50,54953
2018-06-20-22:55,54953
2018-06-20-23:00,70086
2018-06-20-23:05,70086
2018-06-20-23:10,70491
2018-06-20-23:15,78001
2018-06-20-23:20,79258
2018-06-20-23:25,79587
2018-06-20-23:30,81222
2018-06-20-23:35,81219
2018-06-20-23:40,81273
2018-06-20-23:45,74060
2018-06-20-23:50,72779
2018-06-20-23:55,72761
2018-06-21-00:00,71960
2018-06-21-00:05,72412
2018-06-21-00:10,72728
2018-06-21-00:15,73986
2018-06-21-00:20,74092
2018-06-21-00:25,74144
2018-06-21-00:30,72476
2018-06-21-00:35,72470
2018-06-21-00:40,72512
2018-06-21-00:45,68539
2018-06-21-00:50,67861
2018-06-21-00:55,65809
2018-06-21-01:00,52827
2018-06-21-01:05,52642
2018-06-21-01:10,52547
2018-06-21-01:15,49670
2018-06-21-01:20,49592
2018-06-21-01:25,49542
2018-06-21-01:30,47789
2018-06-21-01:35,47801
2018-06-21-01:40,47846
2018-06-21-01:45,47717
2018-06-21-01:50,47772
2018-06-21-01:55,47998
2018-06-21-02:00,52019
2018-06-21-02:05,52488
2018-06-21-02:10,52726
2018-06-21-02:15,53950
2018-06-21-02:20,54077
2018-06-21-02:25,54140
2018-06-21-02:30,54428
2018-06-21-02:35,54473
2018-06-21-02:40,54544
2018-06-21-02:45,52900
2018-06-21-02:50,51908
2018-06-21-02:55,51897
2018-06-21-03:00,51460
2018-06-21-03:05,51741
2018-06-21-03:10,51927
2018-06-21-03:15,52863
2018-06-21-03:20,52959
2018-06-21-03:25,52962
2018-06-21-03:30,53153
2018-06-21-03:35,53175
2018-06-21-03:40,53183
2018-06-21-03:45,52201
2018-06-21-03:50,52178
2018-06-21-03:55,50609
2018-06-21-04:00,44528
2018-06-21-04:05,44385
2018-06-21-04:10,44343
2018-06-21-04:15,43275
2018-06-21-04:20,43222
2018-06-21-04:25,43192
2018-06-21-04:30,42596
2018-06-21-04:35,42581
2018-06-21-04:40,42562
2018-06-21-04:45,42185
2018-06-21-04:50,42180
2018-06-21-04:55,42172
2018-06-21-05:00,41672
2018-06-21-05:05,41649
2018-06-21-05:10,41635
2018-06-21-05:15,41253
2018-06-21-05:20,41247
2018-06-21-05:25,41235
2018-06-21-05:30,40988
2018-06-21-05:35,40978
2018-06-21-05:40,40969
2018-06-21-05:45,32273
2018-06-21-05:50,32265
2018-06-21-05:55,32258
2018-06-21-06:00,40317
2018-06-21-06:05,40309
2018-06-21-06:10,40287
2018-06-21-06:15,39198
2018-06-21-06:20,39187
2018-06-21-06:25,39170
2018-06-21-06:30,38398
2018-06-21-06:35,38389
2018-06-21-06:40,38388
2018-06-21-06:45,37836
2018-06-21-06:50,37828
2018-06-21-06:55,37825
2018-06-21-07:00,37251
2018-06-21-07:05,37243
2018-06-21-07:10,37234
2018-06-21-07:15,36353
2018-06-21-07:20,36335
2018-06-21-07:25,36327
2018-06-21-07:30,34774
2018-06-21-07:35,34774
2018-06-21-07:40,34761
2018-06-21-07:45,33914
2018-06-21-07:50,33913
2018-06-21-07:55,33910
2018-06-21-08:00,31906
2018-06-21-08:05,31909
2018-06-21-08:10,31905
2018-06-21-08:15,30447
2018-06-21-08:20,30453
2018-06-21-08:25,30452
2018-06-21-08:30,29065
2018-06-21-08:35,29033
2018-06-21-08:40,29022
2018-06-21-08:45,27686
2018-06-21-08:50,27690
2018-06-21-08:55,27696
2018-06-21-09:00,26182
2018-06-21-09:05,26185
2018-06-21-09:10,26188
2018-06-21-09:15,25054
2018-06-21-09:20,25063
2018-06-21-09:25,25066
2018-06-21-09:30,24121
2018-06-21-09:35,24134
2018-06-21-09:40,24144
2018-06-21-09:45,29737
2018-06-21-09:50,29751
2018-06-21-09:55,29759
2018-06-21-10:00,29749
2018-06-21-10:05,29756
2018-06-21-10:10,29752
2018-06-21-10:15,29669
2018-06-21-10:20,29712
2018-06-21-10:25,29716
2018-06-21-10:30,28712
2018-06-21-10:35,28274
2018-06-21-10:40,28283
2018-06-21-10:45,28209
2018-06-21-10:50,28424
2018-06-21-10:55,28422
2018-06-21-11:00,27886
2018-06-21-11:05,27703
2018-06-21-11:10,27427
2018-06-21-11:15,27018
2018-06-21-11:20,27094
2018-06-21-11:25,27181
2018-06-21-11:30,26331
2018-06-21-11:35,25719
2018-06-21-11:40,25649
2018-06-21-11:45,24279
2018-06-21-11:50,23719
2018-06-21-11:55,23746
2018-06-21-12:00,22704
2018-06-21-12:05,22189
2018-06-21-12:10,22232
2018-06-21-12:15,21721
2018-06-21-12:20,21480
2018-06-21-12:25,19933
2018-06-21-12:30,19532
2018-06-21-12:35,19417
2018-06-21-12:40,19355
2018-06-21-12:45,19238
2018-06-21-12:50,19162
2018-06-21-12:55,19055
2018-06-21-13:00,18558
2018-06-21-13:05,18236
2018-06-21-13:10,18068
2018-06-21-13:15,17925
2018-06-21-13:20,17853
2018-06-21-13:25,17804
2018-06-21-13:30,17873
2018-06-21-13:35,17899
2018-06-21-13:40,17956
2018-06-21-13:45,17854
2018-06-21-13:50,17929
2018-06-21-13:55,17939
2018-06-21-14:00,17558
2018-06-21-14:05,17370
2018-06-21-14:10,17353
2018-06-21-14:15,16633
2018-06-21-14:20,16454
2018-06-21-14:25,16449
2018-06-21-14:30,16116
2018-06-21-14:35,16071
2018-06-21-14:40,16100
2018-06-21-14:45,16370
2018-06-21-14:50,16516
2018-06-21-14:55,16523
2018-06-21-15:00,16470
2018-06-21-15:05,16376
2018-06-21-15:10,16407
2018-06-21-15:15,16159
2018-06-21-15:20,16117
2018-06-21-15:25,16118
2018-06-21-15:30,15941
2018-06-21-15:35,15849
2018-06-21-15:40,15830
2018-06-21-15:45,16125
2018-06-21-15:50,16297
2018-06-21-15:55,16318
2018-06-21-16:00,16703
2018-06-21-16:05,16784
2018-06-21-16:10,16779
2018-06-21-16:15,16890
2018-06-21-16:20,16940
2018-06-21-16:25,16916
2018-06-21-16:30,16854
2018-06-21-16:35,16690
2018-06-21-16:40,16663
2018-06-21-16:45,16607
2018-06-21-16:50,16736
2018-06-21-16:55,16742
2018-06-21-17:00,16976
2018-06-21-17:05,17006
2018-06-21-17:10,17045
2018-06-21-17:15,18122
2018-06-21-17:20,18563
2018-06-21-17:25,18547
2018-06-21-17:30,19469
2018-06-21-17:35,19879
2018-06-21-17:40,19893
2018-06-21-17:45,17692
2018-06-21-17:50,18217
2018-06-21-17:55,18233
2018-06-21-18:00,21204
2018-06-21-18:05,20843
2018-06-21-18:10,20851
2018-06-21-18:15,22645
2018-06-21-18:20,23505
2018-06-21-18:25,23548
2018-06-21-18:30,25828
2018-06-21-18:35,26638
2018-06-21-18:40,26707
2018-06-21-18:45,28840
2018-06-21-18:50,29712
2018-06-21-18:55,29823
2018-06-21-19:00,29287
2018-06-21-19:05,28654
2018-06-21-19:10,28637
2018-06-21-19:15,28263
2018-06-21-19:20,28300
2018-06-21-19:25,28377
2018-06-21-19:30,31283
2018-06-21-19:35,32283
2018-06-21-19:40,32406
2018-06-21-19:45,37073
2018-06-21-19:50,38700
2018-06-21-19:55,39275
2018-06-21-20:00,65627
2018-06-21-20:05,74450
2018-06-21-20:10,75027
2018-06-21-20:15,85881
2018-06-21-20:20,89137
2018-06-21-20:25,89390
2018-06-21-20:30,95960
2018-06-21-20:35,97978
2018-06-21-20:40,98043
2018-06-21-20:45,95456
2018-06-21-20:50,92108
2018-06-21-20:55,92253
2018-06-21-21:00,98103
2018-06-21-21:05,101703
2018-06-21-21:10,102251
2018-06-21-21:15,112118
2018-06-21-21:20,115007
2018-06-21-21:25,115233
2018-06-21-21:30,120708
2018-06-21-21:35,122660
2018-06-21-21:40,122844
2018-06-21-21:45,118515
2018-06-21-21:50,113019
2018-06-21-21:55,110611
2018-06-21-22:00,82665
2018-06-21-22:05,74519
2018-06-21-22:10,74449
2018-06-21-22:15,68225
2018-06-21-22:20,66230
2018-06-21-22:25,66300
2018-06-21-22:30,65462
2018-06-21-22:35,65661
2018-06-21-22:40,65774
2018-06-21-22:45,66954
2018-06-21-22:50,67664
2018-06-21-22:55,68355
2018-06-21-23:00,88427
2018-06-21-23:05,95385
2018-06-21-23:10,96025
2018-06-21-23:15,104234
2018-06-21-23:20,106622
2018-06-21-23:25,106815
2018-06-21-23:30,109911
2018-06-21-23:35,110900
2018-06-21-23:40,111049
2018-06-21-23:45,103107
2018-06-21-23:50,97877
2018-06-21-23:55,97878
2018-06-22-00:00,98659
2018-06-22-00:05,100514
2018-06-22-00:10,101039
2018-06-22-00:15,104106
2018-06-22-00:20,105071
2018-06-22-00:25,105135
2018-06-22-00:30,104266
2018-06-22-00:35,104093
2018-06-22-00:40,104126
2018-06-22-00:45,101393
2018-06-22-00:50,99544
2018-06-22-00:55,95861
2018-06-22-01:00,75863
2018-06-22-01:05,69832
2018-06-22-01:10,69653
2018-06-22-01:15,65739
2018-06-22-01:20,64580
2018-06-22-01:25,64506
2018-06-22-01:30,62893
2018-06-22-01:35,62586
2018-06-22-01:40,62651
2018-06-22-01:45,62743
2018-06-22-01:50,62951
2018-06-22-01:55,63403
2018-06-22-02:00,68745
2018-06-22-02:05,71048
2018-06-22-02:10,71352
2018-06-22-02:15,72903
2018-06-22-02:20,73376
2018-06-22-02:25,73436
2018-06-22-02:30,73922
2018-06-22-02:35,74026
2018-06-22-02:40,74074
2018-06-22-02:45,71453
2018-06-22-02:50,69447
2018-06-22-02:55,69470
2018-06-22-03:00,69639
2018-06-22-03:05,70357
2018-06-22-03:10,70530
2018-06-22-03:15,71344
2018-06-22-03:20,71694
2018-06-22-03:25,71738
2018-06-22-03:30,71824
2018-06-22-03:35,71820
2018-06-22-03:40,71564
2018-06-22-03:45,69094
2018-06-22-03:50,67480
2018-06-22-03:55,66149
2018-06-22-04:00,59993
2018-06-22-04:05,57813
2018-06-22-04:10,57662
2018-06-22-04:15,55770
2018-06-22-04:20,55269
2018-06-22-04:25,55235
2018-06-22-04:30,54609
2018-06-22-04:35,54428
2018-06-22-04:40,54397
2018-06-22-04:45,53933
2018-06-22-04:50,53830
2018-06-22-04:55,53824
2018-06-22-05:00,53378
2018-06-22-05:05,53215
2018-06-22-05:10,53197
2018-06-22-05:15,52894
2018-06-22-05:20,52768
2018-06-22-05:25,52759
2018-06-22-05:30,52546
2018-06-22-05:35,52517
2018-06-22-05:40,52495
2018-06-22-05:45,43539
2018-06-22-05:50,43531
2018-06-22-05:55,43526
2018-06-22-06:00,51859
2018-06-22-06:05,51842
2018-06-22-06:10,51842
2018-06-22-06:15,50515
2018-06-22-06:20,50489
2018-06-22-06:25,50485
2018-06-22-06:30,49647
2018-06-22-06:35,49657
2018-06-22-06:40,49629
2018-06-22-06:45,49295
2018-06-22-06:50,49270
2018-06-22-06:55,49278
2018-06-22-07:00,48668
2018-06-22-07:05,48661
2018-06-22-07:10,48656
2018-06-22-07:15,47560
2018-06-22-07:20,47542
2018-06-22-07:25,47552
2018-06-22-07:30,45237
2018-06-22-07:35,45263
2018-06-22-07:40,45244
2018-06-22-07:45,44562
2018-06-22-07:50,44563
2018-06-22-07:55,44584
2018-06-22-08:00,42775
2018-06-22-08:05,42760
2018-06-22-08:10,42773
2018-06-22-08:15,41404
2018-06-22-08:20,41410
2018-06-22-08:25,41412
2018-06-22-08:30,39899
2018-06-22-08:35,39902
2018-06-22-08:40,39870
2018-06-22-08:45,37595
2018-06-22-08:50,37568
2018-06-22-08:55,37571
2018-06-22-09:00,35841
2018-06-22-09:05,35840
2018-06-22-09:10,35840
2018-06-22-09:15,34712
2018-06-22-09:20,34736
2018-06-22-09:25,34726
2018-06-22-09:30,33641
2018-06-22-09:35,33718
2018-06-22-09:40,33680
2018-06-22-09:45,34197
2018-06-22-09:50,34232
2018-06-22-09:55,34244
2018-06-22-10:00,34565
2018-06-22-10:05,34588
2018-06-22-10:10,34560
2018-06-22-10:15,34751
2018-06-22-10:20,34763
2018-06-22-10:25,34770
2018-06-22-10:30,32958
2018-06-22-10:35,33023
2018-06-22-10:40,32977
2018-06-22-10:45,33546
2018-06-22-10:50,33575
2018-06-22-10:55,33609
2018-06-22-11:00,33088
2018-06-22-11:05,33093
2018-06-22-11:10,33101
2018-06-22-11:15,32897
2018-06-22-11:20,32447
2018-06-22-11:25,32447
2018-06-22-11:30,32447
2018-06-22-11:35,32447
2018-06-22-11:40,32447
2018-06-22-11:45,32447
2018-06-22-11:50,32447
2018-06-22-11:55,32447
2018-06-22-12:00,32447
2018-06-22-12:05,32447
2018-06-22-12:10,32447
2018-06-22-12:15,32447
2018-06-22-12:20,32447
2018-06-22-12:25,32447
2018-06-22-12:30,32447
2018-06-22-12:35,32447
2018-06-22-12:40,32447
2018-06-22-12:45,32447
2018-06-22-12:50,32447
2018-06-22-12:55,32447
2018-06-22-13:00,32447
2018-06-22-13:05,32447
2018-06-22-13:10,32447
2018-06-22-13:15,32447
2018-06-22-13:20,32447
2018-06-22-13:25,32447
2018-06-22-13:30,32447
2018-06-22-13:35,32447
2018-06-22-13:40,32447
2018-06-22-13:45,32447
2018-06-22-13:50,32447
2018-06-22-13:55,32447
2018-06-22-14:00,32447
2018-06-22-14:05,32447
2018-06-22-14:10,32447
2018-06-22-14:15,32447
2018-06-22-14:20,32447
2018-06-22-14:25,32447
2018-06-22-14:30,32447
2018-06-22-14:35,32447
2018-06-22-14:40,32447
2018-06-22-14:45,32447
2018-06-22-14:50,32447
2018-06-22-14:55,32447
2018-06-22-15:00,32447
2018-06-22-15:05,32447
2018-06-22-15:10,32447
2018-06-22-15:15,32447
2018-06-22-15:20,32447
2018-06-22-15:25,32447
2018-06-22-15:30,32447
2018-06-22-15:35,32447
2018-06-22-15:40,32447
2018-06-22-15:45,32447
2018-06-22-15:50,32447
2018-06-22-15:55,32447
2018-06-22-16:00,32447
2018-06-22-16:05,32447
2018-06-22-16:10,32447
2018-06-22-16:15,32447
2018-06-22-16:20,32447
2018-06-22-16:25,32447
2018-06-22-16:30,32447
2018-06-22-16:35,32447
2018-06-22-16:40,32447
2018-06-22-16:45,32447
2018-06-22-16:50,32447
2018-06-22-16:55,32447
2018-06-22-17:00,32447
2018-06-22-17:05,32447
2018-06-22-17:10,32447
2018-06-22-17:15,32447
2018-06-22-17:20,32447
2018-06-22-17:25,32447
2018-06-22-17:30,32447
2018-06-22-17:35,32447
2018-06-22-17:40,32447
2018-06-22-17:45,32447
2018-06-22-17:50,32447
2018-06-22-17:55,32447
2018-06-22-18:00,32447
2018-06-22-18:05,32447
2018-06-22-18:10,32447
2018-06-22-18:15,32447
2018-06-22-18:20,32447
2018-06-22-18:25,32447
2018-06-22-18:30,32447
2018-06-22-18:35,32447
2018-06-22-18:40,32447
2018-06-22-18:45,32447
2018-06-22-18:50,32447
2018-06-22-18:55,32447
2018-06-22-19:00,32447
2018-06-22-19:05,32447
2018-06-22-19:10,32447
2018-06-22-19:15,32447
2018-06-22-19:20,32447
2018-06-22-19:25,32447
2018-06-22-19:30,32447
2018-06-22-19:35,32447
2018-06-22-19:40,32447
2018-06-22-19:45,32447
2018-06-22-19:50,32447
2018-06-22-19:55,32447
2018-06-22-20:00,32447
2018-06-22-20:05,32447
2018-06-22-20:10,32447
2018-06-22-20:15,32447
2018-06-22-20:20,32447
2018-06-22-20:25,32447
2018-06-22-20:30,32447
2018-06-22-20:35,32447
2018-06-22-20:40,32447
2018-06-22-20:45,32447
2018-06-22-20:50,32447
2018-06-22-20:55,32447
2018-06-22-21:00,32447
2018-06-22-21:05,32447
2018-06-22-21:10,32447
2018-06-22-21:15,32447
2018-06-22-21:20,32447
2018-06-22-21:25,32447
2018-06-22-21:30,32447
2018-06-22-21:35,32447
2018-06-22-21:40,32447
2018-06-22-21:45,32447
2018-06-22-21:50,32447
2018-06-22-21:55,32447
2018-06-22-22:00,32447
2018-06-22-22:05,32447
2018-06-22-22:10,32447
2018-06-22-22:15,32447
2018-06-22-22:20,32447
2018-06-22-22:25,32447
2018-06-22-22:30,32447
2018-06-22-22:35,32447
2018-06-22-22:40,32447
2018-06-22-22:45,32447
2018-06-22-22:50,32447
2018-06-22-22:55,32447
2018-06-22-23:00,32447
2018-06-22-23:05,32447
2018-06-22-23:10,32447
2018-06-22-23:15,32447
2018-06-22-23:20,32447
2018-06-22-23:25,32447
2018-06-22-23:30,32447
2018-06-22-23:35,32447
2018-06-22-23:40,32447
2018-06-22-23:45,32447
2018-06-22-23:50,32447
2018-06-22-23:55,32447
2018-06-23-00:00,32447
2018-06-23-00:05,32447
2018-06-23-00:10,32447
2018-06-23-00:15,32447
2018-06-23-00:20,32447
2018-06-23-00:25,32447
2018-06-23-00:30,32447
2018-06-23-00:35,32447
2018-06-23-00:40,32447
2018-06-23-00:45,32447
2018-06-23-00:50,32447
2018-06-23-00:55,32447
2018-06-23-01:00,32447
2018-06-23-01:05,32447
2018-06-23-01:10,32447
2018-06-23-01:15,32447
2018-06-23-01:20,32447
2018-06-23-01:25,32447
2018-06-23-01:30,32447
2018-06-23-01:35,32447
2018-06-23-01:40,32447
2018-06-23-01:45,32447
2018-06-23-01:50,32447
2018-06-23-01:55,32447
2018-06-23-02:00,32447
2018-06-23-02:05,32447
2018-06-23-02:10,32447
2018-06-23-02:15,32447
2018-06-23-02:20,32447
2018-06-23-02:25,32447
2018-06-23-02:30,32447
2018-06-23-02:35,32447
2018-06-23-02:40,32447
2018-06-23-02:45,32447
2018-06-23-02:50,32447
2018-06-23-02:55,32447
2018-06-23-03:00,32447
2018-06-23-03:05,32447
2018-06-23-03:10,32447
2018-06-23-03:15,32447
2018-06-23-03:20,32447
2018-06-23-03:25,32447
2018-06-23-03:30,32447
2018-06-23-03:35,32447
2018-06-23-03:40,32447
2018-06-23-03:45,32447
2018-06-23-03:50,32447
2018-06-23-03:55,32447
2018-06-23-04:00,32447
2018-06-23-04:05,32447
2018-06-23-04:10,32447
2018-06-23-04:15,32447
2018-06-23-04:20,32447
2018-06-23-04:25,32447
2018-06-23-04:30,32447
2018-06-23-04:35,32447
2018-06-23-04:40,32447
2018-06-23-04:45,32447
2018-06-23-04:50,32447
2018-06-23-04:55,32447
2018-06-23-05:00,32447
2018-06-23-05:05,32447
2018-06-23-05:10,32447
2018-06-23-05:15,32447
2018-06-23-05:20,32447
2018-06-23-05:25,32447
2018-06-23-05:30,32447
2018-06-23-05:35,32447
2018-06-23-05:40,32447
2018-06-23-05:45,32447
2018-06-23-05:50,32447
2018-06-23-05:55,32447
2018-06-23-06:00,32447
2018-06-23-06:05,32447
2018-06-23-06:10,32447
2018-06-23-06:15,32447
2018-06-23-06:20,32447
2018-06-23-06:25,32447
2018-06-23-06:30,32447
2018-06-23-06:35,32447
2018-06-23-06:40,32447
2018-06-23-06:45,32447
2018-06-23-06:50,32447
2018-06-23-06:55,32447
2018-06-23-07:00,32447
2018-06-23-07:05,32447
2018-06-23-07:10,32447
2018-06-23-07:15,32447
2018-06-23-07:20,32447
2018-06-23-07:25,32447
2018-06-23-07:30,32447
2018-06-23-07:35,32447
2018-06-23-07:40,32447
2018-06-23-07:45,32447
2018-06-23-07:50,32447
2018-06-23-07:55,32447
2018-06-23-08:00,32447
2018-06-23-08:05,32447
2018-06-23-08:10,32447
2018-06-23-08:15,32447
2018-06-23-08:20,32447
2018-06-23-08:25,32447
2018-06-23-08:30,32447
2018-06-23-08:35,32447
2018-06-23-08:40,32447
2018-06-23-08:45,32447
2018-06-23-08:50,32447
2018-06-23-08:55,32447
2018-06-23-09:00,32447
2018-06-23-09:05,32447
2018-06-23-09:10,32447
2018-06-23-09:15,32447
2018-06-23-09:20,32447
2018-06-23-09:25,32447
2018-06-23-09:30,32447
2018-06-23-09:35,32447
2018-06-23-09:40,32447
